1	c?	EL	NN	O	c?	_	0	1	['P1,15 455 354 507']
3	CUGM	CUGM	NNP	O	CUGM	nn	4	88	['P6,1309 100 1560 159']
4	F0021-F0030	F0021???F00	NN	O	f0021-f0030	xcomp	1	88	['P6,1633 100 2148 159']
5	.	30.	.	O	.	_	0	88	['P6,1633 100 2148 159']

1	Numbers	Numbers	NNS	O	number	nsubj	14	89	['P6,7 200 315 260']
2	2	2	CD	NUMBER	2	num	1	89	['P6,356 201 413 270']
3	,	,	,	O	,	_	0	89	['P6,356 201 413 270']
4	3	3	CD	NUMBER	3	num	1	89	['P6,456 200 511 270']
5	,	,	,	O	,	_	0	89	['P6,456 200 511 270']
6	5	5	CD	NUMBER	5	num	1	89	['P6,553 200 610 270']
7	,	,	,	O	,	_	0	89	['P6,553 200 610 270']
8	6	6	CD	NUMBER	6	num	1	89	['P6,652 200 708 270']
9	,	,	,	O	,	_	0	89	['P6,652 200 708 270']
10	and	and	CC	O	and	_	0	89	['P6,750 200 870 260']
11	8-10	8???10	CD	NUMBER	8-10	conj_and	1	89	['P6,910 200 1096 260']
12	(	(	NN	O	(	nn	14	89	['P6,1136 201 1348 273']
13	sensu	sensu	NN	O	sensu	nn	14	89	['P6,1136 201 1348 273']
14	Polahan	Polahan	NN	O	polahan	_	0	89	['P6,1385 200 1658 260']
15	and	and	CC	O	and	_	0	89	['P6,1697 200 1817 260']
16	Daorerk	Daorerk	NN	PERSON	daorerk	conj_and	14	89	['P6,1854 200 2150 270']
17	,	,	,	O	,	_	0	89	['P6,1854 200 2150 270']
18	1993	1993	CD	DATE	1993	appos	14	89	['P6,15 303 194 373']
19	,	,	,	O	,	_	0	89	['P6,15 303 194 373']
20	?g	fi	NN	O	?g	appos	18	89	['P6,247 303 350 380']
21	.	g.	.	O	.	_	0	89	['P6,247 303 350 380']

1	4	4	CD	NUMBER	4	num	2	90	['P6,402 303 469 376']
2	)	)	NN	O	)	nsubj	3	90	['P6,402 303 469 376']
3	correspond	correspond	VBP	O	correspond	dep	20	90	['P6,521 303 898 380']
4	to	to	TO	O	to	_	0	90	['P6,946 312 1010 362']
5	F0021	F0021	NN	O	f0021	prep_to	3	90	['P6,1059 303 1293 373']
6	,	,	,	O	,	_	0	90	['P6,1059 303 1293 373']
7	F0023	F0023	NN	O	f0023	prep_to	3	90	['P6,1344 303 1579 373']
8	,	,	,	O	,	_	0	90	['P6,1344 303 1579 373']
9	F0026	F0026	NN	O	f0026	conj_and	5	90	['P6,1630 303 1864 373']
10	,	,	,	O	,	_	0	90	['P6,1630 303 1864 373']
11	F0029	F0029	NN	O	f0029	conj_and	5	90	['P6,1915 303 2150 373']
12	,	,	,	O	,	_	0	90	['P6,1915 303 2150 373']
13	F0028	F0028	NN	O	f0028	conj_and	5	90	['P6,7 406 241 476']
14	,	,	,	O	,	_	0	90	['P6,7 406 241 476']
15	F0024	F0024	NN	O	f0024	conj_and	5	90	['P6,272 406 487 465']
16	and	and	CC	O	and	_	0	90	['P6,517 405 638 465']
17	F0025	F0025	NN	O	f0025	conj_and	5	90	['P6,664 405 876 465']
18	respectively	respectively	RB	O	respectively	advmod	3	90	['P6,907 405 1317 482']
19	(	(	CD	NUMBER	(	nsubj	20	90	['P6,1348 406 1480 479']
20	see	see	VBP	O	see	_	0	90	['P6,1348 406 1480 479']
21	Table	Table	NNP	O	Table	nsubj	23	90	['P6,1509 405 1695 465']
22	1	1	CD	NUMBER	1	num	23	90	['P6,1732 406 1810 479']
23	)	)	CD	NUMBER	)	xcomp	20	90	['P6,1732 406 1810 479']
24	.	.	.	O	.	_	0	90	['P6,1732 406 1810 479']

1	Numbers	Numbers	NNS	O	number	nsubj	12	91	['P6,1842 405 2151 465']
2	7	7	CD	NUMBER	7	number	3	91	['P6,8 508 45 565']
3	(	(	CD	NUMBER	(	num	5	91	['P6,81 506 348 579']
4	F0030	F0030	NN	O	f0030	nn	5	91	['P6,81 506 348 579']
5	)	)	NN	O	)	dep	1	91	['P6,81 506 348 579']
6	and	and	CC	O	and	_	0	91	['P6,384 506 504 566']
7	11	11	CD	NUMBER	11	number	8	91	['P6,542 507 609 565']
8	(	(	CD	NUMBER	(	num	10	91	['P6,650 506 917 579']
9	F0022	F0022	NN	O	f0022	nn	10	91	['P6,650 506 917 579']
10	)	)	NN	O	)	conj_and	1	91	['P6,650 506 917 579']
11	are	are	VBP	O	be	cop	12	91	['P6,953 525 1052 566']
12	indeterminate	indeterminate	JJ	O	indeterminate	_	0	91	['P6,1084 506 1571 566']
13	.	.	.	O	.	_	0	91	['P6,1084 506 1571 566']

1	Horizon	Horizon	NN	O	horizon	_	0	92	['P6,106 712 384 770']
2	and	and	CC	O	and	_	0	92	['P6,431 710 560 770']
3	locality	locality	NN	O	locality	conj_and	1	92	['P6,605 710 871 787']
4	.		.	O	.	_	0	92	['P6,605 710 871 787']

1	Kohrat	K.ohrat	NNP	ORGANIZATION	Kohrat	nn	2	93	['P6,922 710 1153 770']
2	Group	Group	NNP	ORGANIZATION	Group	nsubj	17	93	['P6,1200 711 1432 787']
3	,	,	,	O	,	_	0	93	['P6,1200 711 1432 787']
4	Mae	Mae	NNP	PERSON	Mae	nn	8	93	['P6,1481 712 1630 770']
5	Nam	Nam	NNP	PERSON	Nam	nn	8	93	['P6,1676 712 1841 770']
6	Sai	Sai	NNP	PERSON	Sai	nn	8	93	['P6,1889 710 1992 770']
7	Yai	Yai	NNP	PERSON	Yai	nn	8	93	['P6,2040 710 2152 770']
8	river	river	NN	O	river	appos	2	93	['P6,6 812 179 883']
9	,	,	,	O	,	_	0	93	['P6,6 812 179 883']
10	Khao	Khao	NNP	ORGANIZATION	Khao	nn	13	93	['P6,215 812 394 872']
11	Yai	Yai	NNP	ORGANIZATION	Yai	nn	13	93	['P6,427 812 539 872']
12	National	National	NNP	ORGANIZATION	National	nn	13	93	['P6,571 812 863 872']
13	Park	Park	NNP	ORGANIZATION	Park	appos	2	93	['P6,895 812 1066 882']
14	,	,	,	O	,	_	0	93	['P6,895 812 1066 882']
15	Thailand	Thailand	NNP	LOCATION	Thailand	appos	2	93	['P6,1100 812 1403 872']
16	(	(	CD	NUMBER	(	num	15	93	['P6,1437 813 1568 886']
17	see	see	VB	O	see	_	0	93	['P6,1437 813 1568 886']
18	Fig	Fig	NN	O	fig	dobj	17	93	['P6,1600 812 1728 889']
19	.	.	.	O	.	_	0	93	['P6,1600 812 1728 889']

1	1	1	CD	NUMBER	1	_	0	94	['P6,1772 813 1849 885']
2	)	)	NN	O	)	dep	1	94	['P6,1772 813 1849 885']
3	.	.	.	O	.	_	0	94	['P6,1772 813 1849 885']

1	Diagnosis	Diagnosis	NN	O	diagnosis	_	0	95	['P6,106 1018 468 1092']
2	.	.	.	O	.	_	0	95	['P6,106 1018 468 1092']

1	Small	Small	JJ	O	small	amod	2	96	['P6,500 1016 722 1076']
2	?	-	NN	O	?	nsubj	6	96	['P6,500 1016 722 1076']
3	to	to	TO	O	to	_	0	96	['P6,749 1025 813 1075']
4	medium	medium	NN	O	medium	prep_to	2	96	['P6,839 1016 1322 1076']
5	?	-	CD	NUMBER	?	num	4	96	['P6,839 1016 1322 1076']
6	sized	sized	VBN	O	size	_	0	96	['P6,839 1016 1322 1076']
7	tridactyl	tridactyl	NN	O	tridactyl	nn	9	96	['P6,1347 1016 1631 1093']
8	theropod	theropod	NN	O	theropod	nn	9	96	['P6,1657 1016 1958 1093']
9	track	track	NN	O	track	dobj	6	96	['P6,1983 1016 2154 1076']
10	with	with	IN	O	with	_	0	96	['P6,8 1118 157 1178']
11	slender	slender	JJ	O	slender	amod	12	96	['P6,183 1118 427 1177']
12	toes	toes	NNS	O	toe	prep_with	9	96	['P6,449 1127 582 1177']
13	and	and	CC	O	and	_	0	96	['P6,609 1118 729 1177']
14	sub	sub	NN	O	sub	conj_and	9	96	['P6,755 1118 1256 1195']
15	?	-	CD	NUMBER	?	num	18	96	['P6,755 1118 1256 1195']
16	symmetric	symmetric	JJ	O	symmetric	amod	18	96	['P6,755 1118 1256 1195']
17	bilobed	bilobed	JJ	O	bilobed	amod	18	96	['P6,1281 1118 1537 1177']
18	heel	heel	NN	O	heel	dep	14	96	['P6,1559 1118 1718 1177']
19	.	.	.	O	.	_	0	96	['P6,1559 1118 1718 1177']

1	Inner	Inner	JJ	MISC	inner	amod	2	97	['P6,1745 1119 1925 1177']
2	hypex	hypex	NN	O	hypex	nsubj	8	97	['P6,1947 1118 2153 1195']
3	between	between	IN	O	between	_	0	97	['P6,6 1219 290 1279']
4	digits	digits	NNS	O	digit	prep_between	2	97	['P6,321 1219 506 1296']
5	II	II	CD	NUMBER	ii	num	4	97	['P6,538 1221 592 1278']
6	and	and	CC	O	and	_	0	97	['P6,624 1219 744 1279']
7	III	III	CD	NUMBER	iii	conj_and	4	97	['P6,773 1221 856 1278']
8	situated	situated	VBN	O	situate	_	0	97	['P6,889 1219 1151 1279']
9	posterior	posterior	NN	O	posterior	dobj	8	97	['P6,1179 1219 1485 1296']
10	to	to	TO	O	to	_	0	97	['P6,1512 1228 1576 1279']
11	outer	outer	JJ	O	outer	amod	12	97	['P6,1608 1228 1782 1279']
12	hypex	hypex	NN	O	hypex	prep_to	8	97	['P6,1810 1219 2016 1296']
13	between	be-tween	IN	O	between	_	0	97	['P6,2044 1219 2150 1279', 'P6,7 1330 209 1381']
14	digits	digits	NNS	O	digit	prep_between	8	97	['P6,241 1321 426 1398']
15	III	III	CD	NUMBER	iii	num	14	97	['P6,459 1323 542 1380']
16	and	and	CC	O	and	_	0	97	['P6,575 1321 695 1381']
17	IV	IV	CD	NUMBER	iv	conj_and	14	97	['P6,725 1323 818 1381']
18	.	.	.	O	.	_	0	97	['P6,725 1323 818 1381']

1	Description	Description	NN	O	description	_	0	98	['P6,106 1527 524 1601']
2	.	.	.	O	.	_	0	98	['P6,106 1527 524 1601']

1	Tridactyl	Tridactyl	NNP	O	Tridactyl	nsubj	4	99	['P6,564 1525 891 1602']
2	,	,	,	O	,	_	0	99	['P6,564 1525 891 1602']
3	slender	slender	JJ	O	slender	amod	1	99	['P6,934 1525 1177 1585']
4	toed	toed	VBD	O	toe	_	0	99	['P6,1211 1525 1357 1585']
5	track	track	NN	O	track	dobj	4	99	['P6,1393 1525 1564 1585']
6	with	with	IN	O	with	_	0	99	['P6,1598 1525 1748 1585']
7	phalangeal	phalangeal	JJ	O	phalangeal	amod	8	99	['P6,1782 1525 2152 1602']
8	formula	formula	NN	O	formulum	prep_with	4	99	['P6,8 1627 277 1687']
9	of	of	IN	O	of	_	0	99	['P6,325 1627 398 1687']
10	2-3-4	2-3-4	CD	NUMBER	2-3-4	prep_of	8	99	['P6,442 1628 660 1687']
11	?	~	.	O	?	_	0	99	['P6,442 1628 660 1687']

1	Corresponding	Corresponding	VBG	O	correspond	_	0	100	['P6,710 1627 1214 1704']
2	to	to	TO	O	to	_	0	100	['P6,1262 1636 1326 1687']
3	digits	digits	NNS	O	digit	prep_to	1	100	['P6,1375 1627 1560 1704']
4	II	II	CD	NUMBER	ii	dep	3	100	['P6,1610 1629 1683 1697']
5	,	,	,	O	,	_	0	100	['P6,1610 1629 1683 1697']
6	III	III	CD	NUMBER	iii	num	4	100	['P6,1734 1629 1835 1697']
7	,	,	,	O	,	_	0	100	['P6,1734 1629 1835 1697']
8	and	and	CC	O	and	_	0	100	['P6,1888 1627 2007 1687']
9	IV	IV	CD	NUMBER	iv	dep	3	100	['P6,2055 1629 2148 1687']
10	.	.	.	O	.	_	0	100	['P6,2055 1629 2148 1687']

1	About	About	IN	O	about	_	0	101	['P6,7 1729 219 1789']
2	83-93	83???	CD	PERCENT	83-93	num	3	101	['P6,245 1730 541 1790']
3	%	93%	NN	PERCENT	%	prep_about	18	101	['P6,245 1730 541 1790']
4	as	as	IN	O	as	_	0	101	['P6,569 1748 634 1789']
5	wide	wide	JJ	O	wide	prep_as	3	101	['P6,659 1729 822 1789']
6	as	as	RB	O	as	advmod	7	101	['P6,847 1748 913 1789']
7	long	long	RB	O	long	advmod	5	101	['P6,937 1729 1107 1806']
8	;	;	:	O	;	_	0	101	['P6,937 1729 1107 1806']
9	length	length	NN	O	length	nn	10	101	['P6,1134 1729 1346 1806']
10	range	range	NN	O	range	dep	3	101	['P6,1367 1748 1555 1806']
11	14-30	14???30	CD	NUMBER	14-30	num	14	101	['P6,1587 1730 1811 1789']
12	cm	cm	NN	O	cm	nn	14	101	['P6,1836 1748 1938 1789']
13	width	width	NN	O	width	nn	14	101	['P6,1961 1729 2153 1789']
14	range	range	NN	O	range	dep	10	101	['P6,6 1850 194 1908']
15	11-25	11???25	CD	NUMBER	11-25	num	17	101	['P6,238 1831 459 1891']
16	cm	cm	NN	O	cm	nn	17	101	['P6,487 1850 589 1891']
17	(	(	NN	O	(	nsubj	18	101	['P6,627 1832 758 1904']
18	see	see	VBP	O	see	_	0	101	['P6,627 1832 758 1904']
19	Table	Table	NNP	O	Table	nsubj	21	101	['P6,794 1831 980 1891']
20	1	1	CD	NUMBER	1	num	21	101	['P6,1024 1832 1102 1904']
21	)	)	CD	NUMBER	)	xcomp	18	101	['P6,1024 1832 1102 1904']
22	.	.	.	O	.	_	0	101	['P6,1024 1832 1102 1904']

1	Hypex	Hypex	NN	O	hypex	nsubj	7	102	['P6,1141 1833 1366 1908']
2	between	between	IN	O	between	_	0	102	['P6,1400 1831 1684 1891']
3	digits	digits	NNS	O	digit	prep_between	1	102	['P6,1720 1831 1905 1908']
4	II	II	CD	NUMBER	ii	num	3	102	['P6,1942 1833 1996 1890']
5	and	and	CC	O	and	_	0	102	['P6,2034 1831 2153 1891']
6	III	III	CD	NUMBER	iii	prep_between	1	102	['P6,7 1934 90 1992']
7	situated	situated	VBN	O	situate	_	0	102	['P6,143 1933 406 1992']
8	posterior	posterior	NN	O	posterior	dobj	7	102	['P6,454 1933 759 2010']
9	to	to	TO	O	to	_	0	102	['P6,807 1942 871 1992']
10	hypex	hypex	NN	O	hypex	prep_to	7	102	['P6,922 1933 1128 2010']
11	between	between	IN	O	between	_	0	102	['P6,1176 1933 1461 1992']
12	digits	digits	NNS	O	digit	prep_between	7	102	['P6,1512 1933 1697 2010']
13	III	III	CD	NUMBER	iii	num	12	102	['P6,1750 1934 1833 1992']
14	and	and	CC	O	and	_	0	102	['P6,1885 1933 2005 1992']
15	IV	IV	CD	NUMBER	iv	conj_and	12	102	['P6,2055 1934 2149 1992']
16	.	.	.	O	.	_	0	102	['P6,2055 1934 2149 1992']

1	M.	M.	NNP	PERSON	M.	nn	2	103	['P6,334 2086 368 2108']
2	Lockley	Lockley	NNP	PERSON	Lockley	_	0	103	['P6,380 2085 483 2115']
3	er	et	FW	O	er	nn	4	103	['P6,495 2090 519 2108']
4	al.	al.	FW	O	al.	dep	2	103	['P6,529 2085 561 2108']
5	/	I	:	O	/	punct	2	103	['P6,574 2085 583 2109']
6	Cretaceous	Cretaceous	JJ	ORGANIZATION	cretaceous	amod	7	103	['P6,595 2085 744 2109']
7	Research	Research	NN	ORGANIZATION	research	dep	2	103	['P6,754 2085 876 2108']
8	27	27	CD	NUMBER	27	number	9	103	['P6,888 2085 922 2109']
9	(	(	CD	NUMBER	(	num	10	103	['P6,933 2085 1019 2114']
10	2006	2006	CD	DATE	2006	dep	7	103	['P6,933 2085 1019 2114']
11	)	)	CD	NUMBER	)	number	12	103	['P6,933 2085 1019 2114']
12	139-145 141	139???145	CD	NUMBER	139-145 141	num	10	103	['P6,1783 2085 1826 2108', 'P6,1032 2085 1154 2109']

1	50		CD	NUMBER	50	_	0	104	['P7,336 2608 450 2675']
2	cm		NN	O	cm	prep	1	104	['P7,511 2623 637 2675']
3	?		NN	O	?	dep	2	104	['P7,1382 2601 1404 2675']
4	.		.	O	.	_	0	104	['P7,1382 2601 1404 2675']
5	'		''	O	'	_	0	104	['P7,1680 2613 1690 2653']

1	Fig	Fig	NN	O	fig	_	0	105	['P7,8 2904 111 2966']
2	.	.	.	O	.	_	0	105	['P7,8 2904 111 2966']

1	3	3	LS	NUMBER	3	_	0	106	['P7,138 2905 182 2953']
2	.	.	.	O	.	_	0	106	['P7,138 2905 182 2953']

1	Line	Line	NNP	O	Line	nn	2	107	['P7,208 2904 332 2952']
2	drawing	drawing	NN	O	drawing	nsubj	8	107	['P7,355 2904 575 2966']
3	of	of	IN	O	of	_	0	107	['P7,598 2904 657 2952']
4	slab	slab	NN	O	slab	prep_of	2	107	['P7,677 2904 782 2952']
5	from	from	IN	O	from	_	0	107	['P7,806 2904 937 2952']
6	Khao	Khao	NNP	PERSON	Khao	nn	7	107	['P7,960 2904 1104 2952']
7	Yai	Yai	NNP	PERSON	Yai	prep_from	4	107	['P7,1127 2904 1216 2952']
8	shown	shown	VBN	O	show	_	0	107	['P7,1242 2904 1414 2952']
9	in	in	IN	O	in	_	0	107	['P7,1437 2904 1488 2952']
10	Fig	Fig	NN	O	fig	prep_in	8	107	['P7,1510 2904 1613 2966']
11	.	.	.	O	.	_	0	107	['P7,1510 2904 1613 2966']

1	2	2	LS	NUMBER	2	_	0	108	['P7,1640 2905 1684 2952']
2	.	.	.	O	.	_	0	108	['P7,1640 2905 1684 2952']

1	Heavy	Heavy	JJ	O	heavy	amod	3	109	['P7,1711 2906 1885 2966']
2	black	black	JJ	O	black	amod	3	109	['P7,1908 2904 2056 2952']
3	arrow	ar-row	NN	O	arrow	nsubj	4	109	['P7,2079 2920 2149 2952', 'P7,7 3005 110 3038']
4	denotes	denotes	VBZ	O	denote	_	0	109	['P7,136 2990 340 3038']
5	?ow	Aow	NN	O	?ow	nn	6	109	['P7,367 2990 483 3038']
6	direction	direction	NN	O	direction	dobj	4	109	['P7,508 2990 749 3038']
7	indicated	indicated	VBN	O	indicate	partmod	6	109	['P7,773 2990 1023 3038']
8	by	by	IN	O	by	_	0	109	['P7,1046 2990 1113 3051']
9	current	current	JJ	DATE	current	amod	10	109	['P7,1138 2997 1330 3038']
10	ripples	ripples	NNS	O	ripple	agent	7	109	['P7,1353 2990 1551 3051']
11	.	.	.	O	.	_	0	109	['P7,1353 2990 1551 3051']

1	Numbers	Numbers	NNS	O	number	_	0	110	['P7,1579 2990 1825 3038']
2	1	1	CD	NUMBER	1	number	3	110	['P7,1858 2991 1996 3037']
3	?	?	CD	NUMBER	?	num	4	110	['P7,1858 2991 1996 3037']
4	11	??11	CD	NUMBER	11	dep	1	110	['P7,1858 2991 1996 3037']
5	after	after	IN	O	after	_	0	110	['P7,2029 2990 2152 3038']
6	Polahan	Polahan	NNP	PERSON	Polahan	prep_after	4	110	['P7,8 3073 226 3121']
7	and	and	CC	O	and	_	0	110	['P7,254 3074 350 3121']
8	Daorerk	Daorerk	NNP	PERSON	Daorerk	prep_after	4	110	['P7,377 3074 601 3121']
9	(	(	CD	NUMBER	(	dep	1	110	['P7,629 3074 819 3132']
10	1993	1993	CD	DATE	1993	num	11	110	['P7,629 3074 819 3132']
11	)	)	NN	O	)	dep	9	110	['P7,629 3074 819 3132']
12	.	.	.	O	.	_	0	110	['P7,629 3074 819 3132']

1	Note	Note	VB	O	note	_	0	111	['P7,849 3075 995 3121']
2	:	:	:	O	:	_	0	111	['P7,849 3075 995 3121']
3	slab	slab	NN	O	slab	nsubjpass	5	111	['P7,1030 3074 1134 3121']
4	is	is	VBZ	O	be	auxpass	5	111	['P7,1163 3073 1205 3121']
5	reversed	reversed	VBN	O	reverse	dep	1	111	['P7,1234 3074 1476 3129']
6	,	,	,	O	,	_	0	111	['P7,1234 3074 1476 3129']
7	relative	relative	JJ	O	relative	advmod	5	111	['P7,1505 3073 1706 3121']
8	to	to	TO	O	to	_	0	111	['P7,1735 3081 1785 3121']
9	natural	natural	JJ	O	natural	amod	10	111	['P7,1814 3074 2002 3121']
10	cast	cast	NN	O	cast	prep_to	7	111	['P7,2030 3081 2148 3129']
11	,	,	,	O	,	_	0	111	['P7,2030 3081 2148 3129']
12	in	in	IN	O	in	mark	15	111	['P7,8 3158 59 3206']
13	order	order	NN	O	order	dep	15	111	['P7,85 3159 227 3207']
14	to	to	TO	O	to	aux	15	111	['P7,250 3166 301 3207']
15	show	show	VB	O	show	purpcl	5	111	['P7,328 3159 465 3207']
16	original	original	JJ	O	original	amod	17	111	['P7,491 3158 700 3221']
17	aspect	aspect	NN	O	aspect	dobj	15	111	['P7,726 3166 894 3221']
18	of	of	IN	O	of	_	0	111	['P7,919 3158 978 3207']
19	tracks	tracks	NNS	O	track	prep_of	17	111	['P7,997 3158 1171 3207']
20	.	.	.	O	.	_	0	111	['P7,997 3158 1171 3207']

1	Fig	Fig	NN	O	fig	_	0	112	['P8,8 1505 110 1567']
2	.	.	.	O	.	_	0	112	['P8,8 1505 110 1567']

1	5	5	CD	NUMBER	5	_	0	113	['P8,147 1505 191 1553']
2	.	.	.	O	.	_	0	113	['P8,147 1505 191 1553']

1	Line	Line	NNP	O	Line	nn	2	114	['P8,228 1505 351 1553']
2	drawings	drawings	NNS	O	drawing	_	0	114	['P8,385 1505 629 1567']
3	of	of	IN	O	of	_	0	114	['P8,664 1505 723 1553']
4	Siamopodus	Siamopodus	NN	O	siamopodus	nn	5	114	['P8,751 1505 1079 1566']
5	khaoyaiensis	khaoyaiensis	NN	O	khaoyaiensis	prep_of	2	114	['P8,1113 1505 1472 1566']
6	.	.	.	O	.	_	0	114	['P8,1113 1505 1472 1566']

1	A	A	DT	O	a	_	0	115	['P8,1508 1505 1570 1561']
2	,	,	,	O	,	_	0	115	['P8,1508 1505 1570 1561']
3	holotype	holotype	NN	O	holotype	nn	6	115	['P8,1604 1505 1841 1567']
4	(	{	CD	NUMBER	(	num	6	115	['P8,1876 1505 2033 1564']
5	track	track	NN	O	track	nn	6	115	['P8,1876 1505 2033 1564']
6	no.	no.	NN	O	no.	appos	1	115	['P8,2064 1520 2144 1553']
7	1	1	CD	NUMBER	1	num	10	115	['P8,14 1591 34 1637']
8	=	=	JJ	O	=	amod	10	115	['P8,58 1612 103 1628']
9	F0020	F0020	NN	O	f0020	nn	10	115	['P8,121 1591 329 1649']
10	)	)	NN	O	)	dep	6	115	['P8,121 1591 329 1649']
11	.	.	.	O	.	_	0	115	['P8,121 1591 329 1649']

1	B	B	NN	O	b	_	0	116	['P8,354 1592 511 1646']
2	.	?	.	O	.	_	0	116	['P8,354 1592 511 1646']

1	?	?	NN	O	?	_	0	117	['P8,354 1592 511 1646']
2	.	?	.	O	.	_	0	117	['P8,354 1592 511 1646']

1	D	D	NN	O	d	dep	3	118	['P8,354 1592 511 1646']
2	,	,	,	O	,	_	0	118	['P8,354 1592 511 1646']
3	paratypes	paratypes	VBZ	O	paratype	dep	17	118	['P8,534 1598 793 1652']
4	(	{	CD	NUMBER	(	num	5	118	['P8,817 1591 997 1649']
5	tracks	tracks	NNS	O	track	dobj	3	118	['P8,817 1591 997 1649']
6	6	6	CD	NUMBER	6	nsubj	3	118	['P8,1021 1591 1067 1646']
7	,	,	,	O	,	_	0	118	['P8,1021 1591 1067 1646']
8	10	10	CD	NUMBER	10	appos	6	118	['P8,1097 1591 1156 1638']
9	and	and	CC	O	and	_	0	118	['P8,1180 1591 1276 1638']
10	3	3	CD	NUMBER	3	appos	6	118	['P8,1298 1591 1325 1638']
11	respectively	respectively	RB	O	respectively	advmod	12	118	['P8,1350 1591 1714 1652']
12	)	)	CD	NUMBER	)	rcmod	8	118	['P8,1350 1591 1714 1652']
13	;	;	:	O	;	_	0	118	['P8,1350 1591 1714 1652']
14	small	small	JJ	O	small	amod	16	118	['P8,1741 1591 1885 1638']
15	black	black	JJ	O	black	amod	16	118	['P8,1905 1591 2054 1638']
16	arrows	ar-rows	NNS	O	arrow	nsubj	17	118	['P8,2075 1606 2146 1638', 'P8,7 1688 135 1721']
17	denote	denote	VBP	O	denote	_	0	118	['P8,161 1673 340 1720']
18	anterior	anterior	JJ	O	anterior	amod	19	118	['P8,366 1673 576 1721']
19	position	position	NN	O	position	dobj	17	118	['P8,597 1673 816 1734']
20	of	of	IN	O	of	_	0	118	['P8,841 1673 900 1720']
21	hypex	hypex	NN	O	hypex	prep_of	19	118	['P8,919 1673 1084 1734']
22	between	between	IN	O	between	_	0	118	['P8,1106 1673 1332 1721']
23	digits	digits	NNS	O	digit	prep_between	21	118	['P8,1358 1673 1505 1734']
24	III	III	CD	NUMBER	iii	num	23	118	['P8,1530 1675 1597 1720']
25	and	and	CC	O	and	_	0	118	['P8,1622 1673 1718 1721']
26	IV	IV	CD	NUMBER	iv	prep_between	21	118	['P8,1741 1675 1816 1721']
27	.	.	.	O	.	_	0	118	['P8,1741 1675 1816 1721']

1	Heel	Heel	NN	O	heel	nn	2	119	['P8,8 1868 166 1927']
2	sub	sub	NN	O	sub	_	0	119	['P8,209 1868 791 1945']
3	?	-	CD	NUMBER	?	dep	2	119	['P8,209 1868 791 1945']
4	symmetrical	symmetrical	JJ	O	symmetrical	amod	6	119	['P8,209 1868 791 1945']
5	,	,	,	O	,	_	0	119	['P8,209 1868 791 1945']
6	bilobed	bilobed	JJ	O	bilobed	amod	3	119	['P8,832 1868 1088 1927']
7	and	and	CC	O	and	_	0	119	['P8,1127 1868 1247 1927']
8	about	about	IN	O	about	_	0	119	['P8,1288 1868 1474 1927']
9	one	one	CD	NUMBER	one	num	10	119	['P8,1513 1886 1632 1927']
10	third	third	NN	ORDINAL	third	prep_about	17	119	['P8,1672 1868 1832 1927']
11	of	of	IN	O	of	_	0	119	['P8,1871 1868 1944 1927']
12	track	track	NN	O	track	nn	15	119	['P8,1978 1868 2148 1927']
13	width	width	NN	O	width	nn	15	119	['P8,9 1970 200 2030']
14	(	(	NN	O	(	nn	15	119	['P8,233 1971 445 2047']
15	range	range	NN	O	range	prep_of	10	119	['P8,233 1971 445 2047']
16	34.2	34.2	CD	PERCENT	34.2	number	17	119	['P8,479 1970 927 2040']
17	?	?	CD	PERCENT	?	conj_and	2	119	['P8,479 1970 927 2040']
18	37.6	??37	CD	PERCENT	37.6	number	19	119	['P8,479 1970 927 2040']
19	%	.	NN	PERCENT	%	amod	17	119	['P8,479 1970 927 2040']
20	;	6%;	:	O	;	_	0	119	['P8,479 1970 927 2040']
21	mean	mean	VB	O	mean	dep	2	119	['P8,962 1989 1145 2030']
22	36.1	36.1	CD	NUMBER	36.1	dobj	21	119	['P8,1178 1970 1340 2040']
23	,	,	,	O	,	_	0	119	['P8,1178 1970 1340 2040']
24	N	N	NN	O	n	dep	25	119	['P8,1373 1972 1433 2030']
25	=	=	JJ	O	=	amod	22	119	['P8,1456 1997 1513 2017']
26	3	3	CD	NUMBER	3	num	27	119	['P8,1537 1970 1620 2043']
27	)	)	NN	O	)	nsubj	21	119	['P8,1537 1970 1620 2043']
28	.	.	.	O	.	_	0	119	['P8,1537 1970 1620 2043']

1	Pace	Pace	NNP	O	Pace	_	0	120	['P8,110 2073 267 2131']
2	and	and	CC	O	and	_	0	120	['P8,313 2072 432 2131']
3	stride	stride	NN	O	stride	nn	4	120	['P8,478 2072 661 2131']
4	pattern	pattern	NN	O	pattern	conj_and	1	120	['P8,704 2081 940 2149']
5	uncertain	uncertain	JJ	O	uncertain	amod	1	120	['P8,983 2072 1315 2131']
6	.	.	.	O	.	_	0	120	['P8,983 2072 1315 2131']

1	Possible	Possible	JJ	O	possible	amod	3	121	['P8,1363 2072 1643 2131']
2	heel	heel	NN	O	heel	nn	3	121	['P8,1687 2072 1827 2131']
3	trace	trace	NN	O	trace	nsubj	21	121	['P8,1871 2081 2034 2131']
4	of	of	IN	O	of	_	0	121	['P8,2079 2072 2152 2131']
5	large	large	JJ	O	large	amod	7	121	['P8,8 2174 176 2251']
6	track	track	NN	O	track	nn	7	121	['P8,213 2174 383 2234']
