1	JOURNAL	JOURNAL	NN	O	journal	_	0	1	['P1,387 184 578 211']
12	two	two	CD	NUMBER	two	num	13	13	['P1,1764 505 1826 530']
13	members	members	NNS	O	member	prep_into	10	13	['P1,334 544 499 576']
14	,	,	,	O	,	_	0	13	['P1,334 544 499 576']
15	an	an	DT	O	a	det	18	13	['P1,524 552 564 570']
16	upper	upper	JJ	O	upper	amod	18	13	['P1,587 550 687 576']
17	recessive	recessive	JJ	O	recessive	amod	18	13	['P1,709 544 864 570']
18	member	member	NN	O	member	prep_into	10	13	['P1,886 544 1027 571']
19	of	of	IN	O	of	_	0	13	['P1,1047 544 1082 570']
20	argillaceous	argillaceous	JJ	O	argillaceous	amod	21	13	['P1,1105 544 1315 576']
21	limestones	limestones	NNS	O	limestone	prep_of	18	13	['P1,1337 544 1520 570']
22	and	and	CC	O	and	_	0	13	['P1,1542 545 1604 571']
23	shales	shales	NNS	O	shale	conj_and	21	13	['P1,1627 543 1741 575']
24	,	,	,	O	,	_	0	13	['P1,1627 543 1741 575']
25	and	ancl	CC	O	and	_	0	13	['P1,1765 543 1826 569']
26	a	a	DT	O	a	det	29	13	['P1,335 591 353 610']
27	lower	lower	JJR	O	lower	dep	28	13	['P1,382 584 478 610']
28	resistant	resistant	JJ	O	resistant	amod	29	13	['P1,505 584 658 610']
29	member	member	NN	O	member	conj_and	13	13	['P1,684 584 827 610']
30	of	of	IN	O	of	_	0	13	['P1,853 584 887 610']
31	dolostones	dolostones	NNS	O	dolostone	prep_of	29	13	['P1,915 584 1094 611']
32	and	and	CC	O	and	_	0	13	['P1,1123 585 1184 611']
33	limestones	limestones	NNS	O	limestone	prep_of	29	13	['P1,1211 583 1403 612']
34	.	.	.	O	.	_	0	13	['P1,1211 583 1403 612']

1	Four	Four	CD	NUMBER	four	num	2	14	['P1,1449 584 1534 610']
2	faunas	faunas	NNS	O	fauna	nsubjpass	5	14	['P1,1559 583 1676 610']
3	can	can	MD	O	can	aux	5	14	['P1,1705 589 1761 610']
4	be	be	VB	O	be	auxpass	5	14	['P1,1789 583 1827 609']
5	recognized	recognizecl	VBN	O	recognize	_	0	14	['P1,335 624 518 657']
6	within	within	IN	O	within	_	0	14	['P1,539 624 649 651']
7	the	the	DT	O	the	det	8	14	['P1,669 624 724 651']
8	formation	formation	NN	O	formation	prep_within	5	14	['P1,742 624 917 651']
9	but	but	CC	O	but	_	0	14	['P1,938 624 992 651']
10	only	only	RB	O	only	advmod	11	14	['P1,1012 624 1085 657']
11	three	three	CD	NUMBER	three	nsubjpass	15	14	['P1,1104 624 1194 651']
12	of	of	IN	O	of	_	0	14	['P1,1213 625 1245 651']
13	them	them	PRP	O	they	prep_of	11	14	['P1,1265 624 1351 650']
14	are	are	VBP	O	be	auxpass	15	14	['P1,1371 630 1426 650']
15	documented	documented	VBN	O	document	conj_but	5	14	['P1,1445 624 1650 651']
16	from	from	IN	O	from	_	0	14	['P1,1669 623 1755 649']
17	the	the	DT	O	the	det	19	14	['P1,1774 623 1827 649']
18	Stanford	Stanforc1	NNP	LOCATION	Stanford	nn	19	14	['P1,334 665 488 691']
19	Range	Range	NNP	LOCATION	Range	prep_from	15	14	['P1,515 665 626 696']
20	and	ancl	CC	O	and	_	0	14	['P1,652 665 713 691']
21	these	these	DT	O	these	det	22	14	['P1,739 665 829 690']
22	range	range	NN	O	range	conj_and	19	14	['P1,855 671 953 696']
23	in	in	IN	O	in	_	0	14	['P1,978 665 1009 691']
24	age	age	NN	O	age	prep_in	22	14	['P1,1036 671 1096 697']
25	from	from	IN	O	from	_	0	14	['P1,1120 665 1206 690']
26	Late	Late	JJ	MISC	late	amod	27	14	['P1,1230 664 1310 690']
27	Ordovician	Ordovician	JJ	MISC	ordovician	prep_from	15	14	['P1,1335 664 1524 690']
28	to	to	TO	O	to	_	0	14	['P1,1549 665 1581 690']
29	latest	latest	JJS	O	latest	prep_to	15	14	['P1,1607 664 1704 690']
30	Early	Early	JJ	MISC	early	amod	31	14	['P1,1727 664 1826 696']
31	Silurian	Silurian	NN	MISC	silurian	dep	29	14	['P1,333 704 479 731']
32	.	.	.	O	.	_	0	14	['P1,333 704 479 731']

1	INTRODUCTION	INTIRODUCTION	NN	O	introduction	_	0	15	['P1,943 750 1213 771']

1	The	The	DT	O	the	det	3	16	['P1,377 795 444 824']
2	Stanford	Stanforcl	NNP	O	Stanford	nn	3	16	['P1,467 794 629 825']
3	Range	Rn?ge	NNP	O	Range	nsubj	4	16	['P1,650 795 762 832']
4	forms	for?>s	VBZ	O	form	_	0	16	['P1,784 795 887 824']
5	the	thc	DT	O	the	det	10	16	['P1,909 794 962 824']
6	11atural	nnturnl	JJ	O	11atural	amod	10	16	['P1,984 794 1118 824']
7	topographic	topog)nphic	JJ	O	topographic	amod	10	16	['P1,1140 793 1355 831']
8	and	nn<1	CC	O	and	_	0	16	['P1,1377 793 1442 823']
9	geological	geologicnl	JJ	O	geological	amod	10	16	['P1,1464 792 1640 830']
10	southeast	southeast	NN	O	southeast	dobj	4	16	['P1,1661 792 1826 823']
11	.	.	.	O	.	_	0	16	['P1,1661 792 1826 823']

1	continuation	continuation	NN	O	continuation	_	0	17	['P1,335 836 564 867']
2	of	of	IN	O	of	_	0	17	['P1,583 837 617 866']
3	the	the	DT	O	the	det	7	17	['P1,636 836 689 866']
4	Briseo	Bris?o	NNP	PERSON	Briseo	nn	7	17	['P1,709 836 822 867']
5	and	n?d	CC	O	and	_	0	17	['P1,841 836 907 867']
6	Bcavcrfoot	IIenvcrfoot	NNP	O	Bcavcrfoot	conj_and	4	17	['P1,925 836 1121 866']
7	Ranges	II?nge	NNP	O	Ranges	prep_of	1	17	['P1,1140 836 1276 873']
8	.	s,	.	O	.	_	0	17	['P1,1140 836 1276 873']

1	The	The	DT	O	the	det	3	18	['P1,1318 835 1385 865']
2	three	three	CD	NUMBER	three	num	3	18	['P1,1403 835 1493 866']
3	form	form	NN	O	form	_	0	18	['P1,1512 835 1599 865']
4	a	n	DT	O	a	det	6	18	['P1,1616 845 1632 865']
5	composite	composite	JJ	O	composite	amod	6	18	['P1,1652 834 1826 872']
6	range	I'cu>gc	NN	O	range	dep	3	18	['P1,335 889 435 917']
7	that	thl>	WDT	O	that	rcmod	6	18	['P1,461 879 534 910']
8	.	t.	.	O	.	_	0	18	['P1,461 879 534 910']

1	is	is	VBZ	O	be	cop	3	19	['P1,557 879 585 910']
2	the	the	DT	O	the	det	3	19	['P1,609 879 663 910']
3	most	most	JJS	O	most	_	0	19	['P1,687 883 771 910']
4	.	.	.	O	.	_	0	19	['P1,687 883 771 910']

1	westerl_v	>vestcrly	NN	O	westerl_v	nn	2	20	['P1,795 879 944 917']
2	range	>ange	NN	O	range	_	0	20	['P1,967 888 1068 917']
3	of	of.	IN	O	of	_	0	20	['P1,1093 880 1128 909']
4	the	the	DT	O	the	det	6	20	['P1,1151 878 1205 909']
5	Rocky	Rocky	NNP	MISC	Rocky	nn	6	20	['P1,1230 878 1342 916']
6	Molmtains	'<Iountains	NNS	MISC	molmtain	prep_of	2	20	['P1,1364 878 1555 909']
7	and	n?cl	CC	O	and	_	0	20	['P1,1580 878 1645 909']
8	abruptl_v	ab>'uptly	JJ	O	abruptl_v	amod	9	20	['P1,1669 878 1827 916']
9	confro11ts	co?fronts	NNS	O	confro11t	prep_of	2	20	['P1,336 923 506 953']
10	the	the	DT	O	the	det	12	20	['P1,527 922 580 953']
11	Rocky	Rocky	NNP	O	Rocky	nn	12	20	['P1,603 923 713 960']
12	Mountain	)<fount?i?	NNP	O	Mountain	dep	2	20	['P1,733 922 905 952']
13	?	'	CD	NUMBER	?	num	14	20	['P1,930 922 1064 956']
14	l?rench	i'rencb	NN	O	l?rench	dep	12	20	['P1,930 922 1064 956']
15	.	,	.	O	.	_	0	20	['P1,930 922 1064 956']

1	_		IN	O	_	_	0	21	['P1,930 922 1064 956']
2	the	the	DT	O	the	det	3	21	['P1,1087 922 1141 952']
3	valle_v	valley	NN	O	valle_v	pobj	1	21	['P1,1161 922 1270 959']
4	of	of:	IN	O	of	_	0	21	['P1,1290 922 1325 952']
5	the	the	DT	O	the	det	7	21	['P1,1344 922 1398 952']
6	Columbia	Columbia	NNP	LOCATION	Columbia	nn	7	21	['P1,1419 921 1587 952']
7	River	Rive>	NNP	LOCATION	River	prep_of	3	21	['P1,1608 921 1716 952']
8	.	L	.	O	.	_	0	21	['P1,1608 921 1716 952']

1	The	The	DT	O	the	det	2	22	['P1,1760 921 1826 951']
2	structure	structure	NN	O	structure	nsubj	7	22	['P1,335 969 500 996']
3	of	of	IN	O	of	_	0	22	['P1,527 966 562 996']
4	tlie	thc	NN	O	tlie	nn	5	22	['P1,587 966 641 996']
5	range	rang?	NN	O	range	prep_of	2	22	['P1,667 976 767 1003']
6	is	is	VBZ	O	be	cop	7	22	['P1,795 966 821 996']
7	complex	?n?>ple	JJ	O	complex	_	0	22	['P1,846 965 1000 1003']
8	,	x,	,	O	,	_	0	22	['P1,846 965 1000 1003']
9	with	lvith	IN	O	with	mark	11	22	['P1,1027 965 1107 995']
10	tight	tight	JJ	O	tight	nsubj	11	22	['P1,1133 965 1218 1002']
11	folds	folcls	VBZ	O	fold	advcl	7	22	['P1,1244 965 1332 995']
12	modi?ed	n>odifiecl	VBN	O	modi?ed	dep	11	22	['P1,1355 965 1507 995']
13	by	ln	IN	O	by	_	0	22	['P1,1531 965 1575 1002']
14	faults	faults	NNS	O	fault	prep_by	12	22	['P1,1599 965 1712 995']
15	.	.	.	O	.	_	0	22	['P1,1599 965 1712 995']

1	The	The	DT	O	the	det	2	23	['P1,1759 965 1826 994']
2	Beaverfoot-Brisco	Benv<.rfoot-Brisco	NNP	MISC	Beaverfoot-Brisco	nsubj	15	23	['P1,336 1009 662 1039']
3	carbonates	ca)1)on>tea	VBZ	O	carbonate	_	0	23	['P1,699 1008 889 1039']
4	an	an	DT	O	a	det	5	23	['P1,924 1008 989 1039']
5	(	d	NN	O	(	nsubj	13	23	['P1,924 1008 989 1039']
6	l		NN	O	l	tmod	13	23	['P1,924 1008 989 1039']
7	the	thc	DT	O	the	det	10	23	['P1,1023 1008 1077 1039']
8	\	W	NN	O	\	nn	10	23	['P1,1112 1008 1239 1039']
9	Vonah	o?nh	NN	O	vonah	nn	10	23	['P1,1112 1008 1239 1039']
10	orthoquartzites	0>thoqun>tzites	NNS	O	orthoquartzite	nsubj	13	23	['P1,1275 1008 1550 1045']
11	are	nre	VBP	O	be	cop	13	23	['P1,1584 1017 1638 1039']
12	resistant	>esistnnt	JJ	O	resistant	amod	13	23	['P1,1673 1007 1827 1038']
13	rocks	rocks	NNS	O	rock	ccomp	3	23	['P1,335 1051 428 1082']
14	and	nncl	CC	O	and	_	0	23	['P1,450 1051 515 1082']
15	form	form	VBP	O	form	conj_and	3	23	['P1,537 1052 620 1082']
16	many	mnny	JJ	O	many	dobj	15	23	['P1,646 1061 745 1089']
17	of	of	IN	O	of	_	0	23	['P1,766 1051 800 1082']
18	the	the	DT	O	the	det	20	23	['P1,822 1051 875 1082']
19	high	high	JJ	O	high	amod	20	23	['P1,897 1051 976 1089']
20	ridges	ridges	NNS	O	ridge	prep_of	16	23	['P1,997 1051 1105 1089']
21	within	within	IN	O	within	_	0	23	['P1,1127 1051 1242 1082']
22	the	tile	DT	O	the	det	24	23	['P1,1263 1051 1318 1082']
23	Stanford	Sianfor<1	NNP	O	Stanford	nn	24	23	['P1,1339 1050 1501 1082']
24	Range	I<ang	NNP	O	Range	prep_within	20	23	['P1,1522 1051 1643 1089']
25	.	e.	.	O	.	_	0	23	['P1,1522 1051 1643 1089']

1	Aelm-ou	.4cl:)>	NNP	O	Aelm-ou	_	0	24	['P1,376 1102 826 1140']
2	:	o	:	O	:	_	0	24	['P1,376 1102 826 1140']
3	le	><	FW	O	le	nn	5	24	['P1,376 1102 826 1140']
4	(	l	FW	O	(	nn	5	24	['P1,376 1102 826 1140']
5	Igm	ccl	NN	O	igm	dep	1	24	['P1,376 1102 826 1140']
6	.	g	.	O	.	_	0	24	['P1,376 1102 826 1140']

1	ents	)?<?	NNS	O	ent	_	0	25	['P1,376 1102 826 1140']
2	.	t	.	O	.	_	0	25	['P1,376 1102 826 1140']

1	.	s	.	O	.	_	0	26	['P1,376 1102 826 1140']

1	?	.	NN	O	?	_	0	27	['P1,376 1102 826 1140']
2	.	T	.	O	.	_	0	27	['P1,376 1102 826 1140']

1	The	he	DT	O	the	det	2	28	['P1,376 1102 826 1140']
2	present	present	JJ	DATE	present	_	0	28	['P1,856 1106 988 1140']
3	.		.	O	.	_	0	28	['P1,856 1106 988 1140']

1	paper	paper	NN	O	paper	nsubj	6	29	['P1,1016 1112 1120 1140']
2	is	is	VBZ	O	be	cop	6	29	['P1,1149 1102 1177 1132']
3	a	a	DT	O	a	det	6	29	['P1,1206 1112 1222 1132']
4	_	p	NN	O	_	nn	6	29	['P1,1250 1102 1470 1140']
5	preli1ninary	>climin;>ry	JJ	O	preli1ninary	amod	6	29	['P1,1250 1102 1470 1140']
6	report	repo)'	NN	O	report	_	0	29	['P1,1499 1106 1612 1140']
7	.	t.	.	O	.	_	0	29	['P1,1499 1106 1612 1140']

1	abstracted	abst>acted	VBN	O	abstract	_	0	30	['P1,1640 1102 1824 1132']
2	from	from	IN	O	from	_	0	30	['P1,335 1145 422 1175']
3	an	n?	DT	O	a	det	8	30	['P1,445 1155 486 1175']
4	uneompleted	uneompletccl	JJ	O	uneompleted	amod	8	30	['P1,509 1145 738 1183']
5	stratigraphic	stratiglaphic	JJ	O	stratigraphic	amod	8	30	['P1,760 1145 995 1183']
6	and	nnd	CC	O	and	_	0	30	['P1,1019 1146 1084 1176']
7	faunal	fauna1	JJ	O	faunal	amod	8	30	['P1,1107 1145 1221 1176']
8	study	sfnclv	NN	O	study	prep_from	1	30	['P1,1245 1145 1345 1183']
9	of	of	IN	O	of	_	0	30	['P1,1367 1145 1402 1176']
10	the	the	DT	O	the	det	13	30	['P1,1424 1145 1478 1176']
11	Beaverfoot-Brisco	Beavertoot-Brisco	NNP	MISC	Beaverfoot-Brisco	nn	13	30	['P1,1500 1145 1826 1176']
12	formation	formation	NN	O	formation	nn	13	30	['P1,334 1189 513 1219']
13	i11	in	NN	O	i11	prep_of	8	30	['P1,533 1189 569 1218']
14	all	nil	DT	O	all	advmod	13	30	['P1,589 1189 634 1219']
15	its	its	PRP$	O	its	poss	16	30	['P1,654 1189 697 1218']
16	areas	areas	NNS	O	area	dep	13	30	['P1,717 1198 809 1219']
17	of	ot	IN	O	of	_	0	30	['P1,829 1189 864 1219']
18	outcrop	outcrop	NN	O	outcrop	prep_of	16	30	['P1,885 1193 1030 1226']
19	.	.	.	O	.	_	0	30	['P1,885 1193 1030 1226']

1	The	The	DT	O	the	det	2	31	['P1,1073 1189 1140 1219']
2	ideas	i<lens	NNS	O	idea	nsubj	5	31	['P1,1160 1189 1249 1219']
3	expressed	e)cpressed	VBN	O	express	partmod	2	31	['P1,1268 1189 1440 1226']
4	have	have	VBP	O	have	aux	5	31	['P1,1460 1188 1541 1218']
5	bene?ted	bencfitecl	VBN	O	bene?ted	_	0	31	['P1,1559 1189 1719 1219']
6	from	frol?	IN	O	from	_	0	31	['P1,1741 1189 1826 1218']
7	criticism	criticism	NN	O	criticism	prep_from	5	31	['P1,335 1231 490 1262']
8	.	.	.	O	.	_	0	31	['P1,335 1231 490 1262']

1	by	by	IN	O	by	_	0	32	['P1,515 1231 559 1269']
2	G	0	NN	O	g	pobj	1	32	['P1,585 1231 621 1262']
3	-	.	:	O	-	_	0	32	['P1,585 1231 621 1262']
4	.		.	O	.	_	0	32	['P1,585 1231 621 1262']

1	B.	B,	NNP	PERSON	B.	nn	2	33	['P1,648 1232 685 1262']
2	Leech	I>ecc	NNP	PERSON	Leech	_	0	33	['P1,712 1231 824 1262']
3	.	h.	.	O	.	_	0	33	['P1,712 1231 824 1262']

1	R.	Il.	NNP	PERSON	R.	nn	2	34	['P1,872 1232 909 1262']
2	Thorsteinsson	'1'horstei?sson	NNP	PERSON	Thorsteinsson	nsubj	3	34	['P1,937 1231 1185 1262']
3	studied	st>?lied	VBD	O	study	ccomp	17	34	['P1,1210 1231 1339 1262']
4	the	the	DT	O	the	det	5	34	['P1,1365 1231 1419 1262']
5	graptolites	g)aptolitcs	NNS	O	graptolite	dobj	3	34	['P1,1444 1231 1638 1269']
6	from	from	IN	O	from	_	0	34	['P1,1661 1232 1748 1262']
7	the	the	DT	O	the	det	9	34	['P1,1773 1232 1827 1262']
8	upper	uppel'	JJ	O	upper	amod	9	34	['P1,334 1283 441 1311']
9	part	pc>i't	NN	O	part	prep_from	3	34	['P1,466 1277 545 1311']
10	of	of	IN	O	of	_	0	34	['P1,568 1273 604 1304']
11	the	fhc	DT	O	the	det	12	34	['P1,628 1273 683 1304']
12	formation	fol'I?<'l	NN	O	formation	prep_of	9	34	['P1,708 1274 896 1311']
13	,	t>0?>	,	O	,	_	0	34	['P1,708 1274 896 1311']
14	M.	AI.	NNP	PERSON	M.	nn	16	34	['P1,922 1273 965 1305']
15	J.	<I.	NNP	PERSON	J.	nn	16	34	['P1,991 1274 1023 1304']
16	Copeland	Copelnncl	NNP	PERSON	Copeland	nsubj	17	34	['P1,1050 1273 1220 1311']
17	supplied	su'pplled	VBD	O	supply	_	0	34	['P1,1242 1273 1396 1312']
18	information	?ifol'In<i'tlo?	NN	O	information	dobj	17	34	['P1,1420 1273 1636 1305']
19	on	on	IN	O	on	_	0	34	['P1,1661 1284 1703 1305']
20	ostraeods	ostln-cods	NNS	O	ostraeod	prep_on	17	34	['P1,1727 1277 1827 1305', 'P1,335 1317 411 1347']
21	and	and	CC	O	and	_	0	34	['P1,424 1317 491 1348']
22	R.	Ii.	NNP	PERSON	R.	nn	24	34	['P1,505 1317 542 1348']
23	B.	B.	NNP	PERSON	B.	nn	24	34	['P1,558 1317 595 1347']
24	Sanders	Snn<lcrs	NNP	PERSON	Sanders	conj_and	20	34	['P1,611 1316 755 1348']
25	on	on	IN	O	on	_	0	34	['P1,769 1327 810 1348']
26	conodonts	conoclo?t	NNS	O	conodont	prep_on	17	34	['P1,825 1317 1011 1348']
27	.	s.	.	O	.	_	0	34	['P1,825 1317 1011 1348']

1	PREVIOUS	P>1)?VIC)I'.8	JJ	O	previous	amod	4	35	['P1,904 1375 1083 1396']
2	S	S	NN	O	s	nn	4	35	['P1,1103 1375 1252 1397']
3	?	T	NN	O	?	nn	4	35	['P1,1103 1375 1252 1397']
4	l	?	NN	O	l	_	0	35	['P1,1103 1375 1252 1397']
5	?	I	CD	NUMBER	?	num	6	35	['P1,1103 1375 1252 1397']
6	L'	)I	NN	O	l'	dep	4	35	['P1,1103 1375 1252 1397']
7	l	>	NN	O	l	tmod	6	35	['P1,1103 1375 1252 1397']
8	)	R	CD	NUMBER	)	num	9	35	['P1,1103 1375 1252 1397']
9	IES	S	NNS	O	ie	dep	4	35	['P1,1103 1375 1252 1397']

1	The	The	DT	O	the	det	3	36	['P1,376 1408 443 1438']
2	stratigraphic	strntig>'nphic	JJ	O	stratigraphic	amod	3	36	['P1,467 1408 702 1445']
3	terminology	tcrminologl	NN	O	terminology	nsubj	39	36	['P1,727 1408 945 1446']
4	for	for	IN	O	for	_	0	36	['P1,967 1408 1020 1438']
5	the	the	DT	O	the	det	9	36	['P1,1044 1408 1097 1438']
