1	Proc	Proc	NNP	O	Proc	_	0	1	['P1,30 82 109 107']
20	in	in	IN	O	in	amod	18	12	['P1,22 1055 86 1115']
21	its	its	PRP$	O	its	poss	22	12	['P1,110 1056 188 1116']
22	completeness	completeness	NN	O	completeness	dep	18	12	['P1,211 1056 684 1132']
23	,	,	,	O	,	_	0	12	['P1,211 1056 684 1132']
24	presents	presents	VBZ	O	present	_	0	12	['P1,711 1060 995 1132']
25	unambiguous	unambiguous	JJ	O	unambiguous	amod	26	12	['P1,1019 1056 1479 1132']
26	evidence	evidence	NN	O	evidence	dobj	24	12	['P1,1503 1057 1794 1117']
27	of	of	IN	O	of	_	0	12	['P1,1817 1056 1890 1117']
28	postcanine	postca-nine	NN	O	postcanine	nn	30	12	['P1,1907 1061 2147 1133', 'P1,22 1146 165 1206']
29	dental	dental	JJ	O	dental	amod	30	12	['P1,204 1147 417 1206']
30	formula	formula	NN	O	formulum	prep_of	26	12	['P1,457 1145 732 1206']
31	in	in	IN	O	in	_	0	12	['P1,773 1147 839 1206']
32	an	an	DT	O	a	det	36	12	['P1,880 1163 963 1206']
33	Early	Early	JJ	MISC	early	amod	36	12	['P1,1003 1147 1194 1222']
34	Cretaceous	Cretaceous	JJ	MISC	cretaceous	amod	36	12	['P1,1235 1146 1615 1207']
35	marsupial-like	marsupial-like	JJ	O	marsupial-like	amod	36	12	['P1,1655 1147 2148 1223']
36	mammal	mammal	NN	O	mammal	prep_in	30	12	['P1,21 1236 344 1307']
37	,	,	,	O	,	_	0	12	['P1,21 1236 344 1307']
38	and	and	CC	O	and	_	0	12	['P1,366 1236 494 1295']
39	prompts	prompts	VBZ	O	prompt	conj_and	24	12	['P1,514 1240 803 1311']
40	a	a	DT	O	a	det	41	12	['P1,823 1253 862 1295']
41	reconsideration	reconsideration	NN	O	reconsideration	dobj	39	12	['P1,882 1235 1413 1295']
42	of	of	IN	O	of	_	0	12	['P1,1433 1235 1505 1295']
43	the	the	DT	O	the	det	45	12	['P1,1519 1237 1624 1295']
44	early	early	JJ	O	early	amod	45	12	['P1,1644 1236 1816 1311']
45	evolution	evolution	NN	O	evolution	prep_of	41	12	['P1,1834 1236 2147 1297']
46	of	of	IN	O	of	_	0	12	['P1,20 1324 91 1383']
47	marsupial	marsupial	JJ	O	marsupial	amod	49	12	['P1,105 1325 450 1399']
48	dental	dental	JJ	O	dental	amod	49	12	['P1,470 1325 684 1384']
49	characters	characters	NNS	O	character	prep_of	45	12	['P1,703 1325 1085 1384']
50	.	.	.	O	.	_	0	12	['P1,703 1325 1085 1384']

1	A	A	DT	O	a	det	5	13	['P1,1111 1325 1168 1383']
2	marsupial	marsupial	JJ	O	marsupial	amod	5	13	['P1,1189 1325 1533 1400']
3	postcanine	postcanine	NN	O	postcanine	nn	5	13	['P1,1555 1325 1916 1400']
4	dental	dental	JJ	O	dental	amod	5	13	['P1,1936 1326 2147 1384']
5	formula	formula	NN	O	formulum	nsubj	22	13	['P1,20 1412 293 1474']
6	(	(	CD	NUMBER	(	number	7	13	['P1,323 1414 526 1485']
7	three	three	CD	NUMBER	three	num	8	13	['P1,323 1414 526 1485']
8	premolars	premolars	NNS	O	premolar	dep	5	13	['P1,556 1414 907 1490']
9	and	and	CC	O	and	_	0	13	['P1,936 1414 1063 1474']
10	four	Four	CD	NUMBER	four	num	11	13	['P1,1092 1413 1239 1474']
11	molars	molars	NNS	O	molar	nsubj	22	13	['P1,1267 1414 1527 1486']
12	)	)	NN	O	)	dep	11	13	['P1,1267 1414 1527 1486']
13	and	and	CC	O	and	_	0	13	['P1,1557 1414 1684 1474']
14	several	several	JJ	O	several	amod	16	13	['P1,1713 1415 1951 1474']
15	marsupial-like	mar-supial-like	JJ	O	marsupial-like	amod	16	13	['P1,1981 1431 2146 1474', 'P1,20 1504 373 1578']
16	features	features	NNS	O	feature	conj_and	5	13	['P1,395 1504 671 1563']
17	of	of	IN	O	of	_	0	13	['P1,694 1504 768 1563']
18	the	the	DT	O	the	det	20	13	['P1,784 1505 891 1564']
19	lower	lour	JJR	O	lower	amod	20	13	['P1,914 1506 1106 1564']
20	molars	molars	NNS	O	molar	prep_of	16	13	['P1,1128 1506 1362 1564']
21	are	are	VBP	O	be	cop	22	13	['P1,1385 1522 1496 1564']
22	present	present	JJ	DATE	present	_	0	13	['P1,1519 1510 1771 1579']
23	in	in	IN	O	in	_	0	13	['P1,1795 1505 1859 1563']
24	the	the	DT	O	the	det	26	13	['P1,1882 1506 1988 1564']
25	new	new	JJ	O	new	amod	26	13	['P1,2012 1522 2148 1564']
26	taxon	taxon	NN	O	taxon	prep_in	22	13	['P1,19 1597 231 1664']
27	,	,	,	O	,	_	0	13	['P1,19 1597 231 1664']
28	but	but	CC	O	but	_	0	13	['P1,253 1594 368 1652']
29	a	a	DT	O	a	det	31	13	['P1,387 1611 426 1652']
30	hallmark	hallmark	NN	O	hallmark	nn	31	13	['P1,445 1594 759 1653']
31	specialization	specialhation	NN	O	specialization	dep	35	13	['P1,779 1594 1240 1668']
32	of	of	IN	O	of	_	0	13	['P1,1258 1594 1331 1653']
33	marsupials	marsupials	NNS	O	marsupial	prep_of	31	13	['P1,1343 1594 1719 1669']
34	(	(	CD	NUMBER	(	dep	35	13	['P1,1738 1594 2063 1668']
35	twinning	twinning	NN	O	twinning	dep	46	13	['P1,1738 1594 2063 1668']
36	of	oF	IN	O	of	_	0	13	['P1,2081 1594 2153 1653']
37	the	the	DT	O	the	det	38	13	['P1,19 1682 124 1740']
38	hypoconulid	hypoconulid	NN	O	hypoconulid	prep_of	35	13	['P1,160 1682 580 1756']
39	and	and	CC	O	and	_	0	13	['P1,615 1683 743 1741']
40	entoconid	entoconid	NN	O	entoconid	prep_of	35	13	['P1,779 1682 1112 1741']
41	on	on	IN	O	on	_	0	13	['P1,1147 1699 1231 1741']
42	lower	lower	JJR	O	lower	amod	43	13	['P1,1265 1683 1457 1741']
43	molars	molars	NNS	O	molar	prep_on	38	13	['P1,1491 1683 1750 1753']
44	)	)	CD	NUMBER	)	nsubj	46	13	['P1,1491 1683 1750 1753']
45	is	is	VBZ	O	be	aux	46	13	['P1,1786 1683 1838 1741']
46	lacking	lacking	VBG	O	lack	conj_but	22	13	['P1,1873 1683 2142 1757']
47	.	.	.	O	.	_	0	13	['P1,1873 1683 2142 1757']

1	This	This	DT	O	this	nsubj	17	14	['P1,19 1770 191 1841']
2	,	,	,	O	,	_	0	14	['P1,19 1770 191 1841']
3	coupled	coupled	VBN	O	couple	partmod	1	14	['P1,212 1771 477 1845']
4	with	with	IN	O	with	_	0	14	['P1,495 1770 645 1829']
5	recent	recent	JJ	O	recent	amod	6	14	['P1,663 1775 877 1829']
6	evidence	evidence	NN	O	evidence	prep_with	3	14	['P1,893 1770 1187 1830']
7	from	from	IN	O	from	_	0	14	['P1,1204 1770 1372 1829']
8	the	the	DT	O	the	det	10	14	['P1,1389 1771 1495 1830']
9	Late	Late	JJ	O	late	amod	10	14	['P1,1514 1771 1667 1830']
10	Cretaceous	Cretaceous	JJ	O	cretaceous	prep_from	3	14	['P1,1684 1770 2064 1830']
11	of	of	IN	O	of	_	0	14	['P1,2081 1771 2153 1830']
12	the	the	DT	O	the	det	15	14	['P1,19 1860 124 1918']
13	western	western	JJ	O	western	amod	15	14	['P1,146 1864 411 1919']
14	United	United	NNP	LOCATION	United	nn	15	14	['P1,436 1860 665 1919']
15	States	States	NNPS	LOCATION	States	prep_of	10	14	['P1,688 1860 915 1931']
16	,	,	,	O	,	_	0	14	['P1,688 1860 915 1931']
17	suggests	suggests	VBZ	O	suggest	_	0	14	['P1,943 1865 1222 1935']
18	that	that	IN	O	that	complm	24	14	['P1,1245 1861 1382 1919']
19	the	the	DT	O	the	det	23	14	['P1,1404 1861 1510 1919']
20	distinctive	distinctive	JJ	O	distinctive	amod	23	14	['P1,1533 1860 1881 1921']
21	marsupial	marsu-pial	JJ	O	marsupial	amod	23	14	['P1,1904 1877 2145 1919', 'P1,19 1948 145 2022']
22	dental	dental	JJ	O	dental	amod	23	14	['P1,180 1948 393 2008']
23	formula	formula	NN	O	formulum	nsubj	24	14	['P1,426 1948 703 2008']
24	evolved	evolved	VBD	O	evolve	ccomp	17	14	['P1,737 1949 996 2008']
25	prior	prior	RB	O	prior	_	0	14	['P1,1031 1948 1208 2023']
26	to	to	TO	O	to	_	0	14	['P1,1243 1953 1310 2008']
27	the	the	DT	O	the	det	30	14	['P1,1345 1949 1450 2008']
28	most	most	RBS	O	most	advmod	29	14	['P1,1485 1953 1649 2008']
29	characteristic	characteristic	JJ	O	characteristic	amod	30	14	['P1,1682 1949 2146 2008']
30	specialization	specialization	NN	O	specialization	prep_prior_to	24	14	['P1,18 2037 478 2112']
31	of	of	IN	O	of	_	0	14	['P1,497 2037 570 2097']
32	lower	lower	JJR	O	lower	amod	33	14	['P1,582 2038 774 2097']
33	molars	molars	NNS	O	molar	prep_of	30	14	['P1,793 2038 1028 2097']
34	and	and	CC	O	and	_	0	14	['P1,1047 2038 1174 2097']
35	that	that	IN	O	that	complm	45	14	['P1,1195 2038 1331 2097']
36	apomorphies	apomorphies	NNS	O	apomorphy	nsubj	45	14	['P1,1351 2038 1792 2113']
37	presumed	presumed	VBN	O	presume	partmod	36	14	['P1,1811 2039 2145 2113']
38	to	to	TO	O	to	aux	40	14	['P1,18 2130 84 2185']
39	be	he	VB	O	be	cop	40	14	['P1,111 2126 190 2186']
40	diagnostic	diuuuoslic	JJ	O	diagnostic	xcomp	37	14	['P1,217 2126 564 2201']
41	of	of	IN	O	of	_	0	14	['P1,591 2126 665 2186']
42	the	the	DT	O	the	det	44	14	['P1,684 2127 791 2186']
43	upper	super	JJ	O	upper	amod	44	14	['P1,819 2143 1023 2201']
44	molars	usohtrs	NNS	O	molar	prep_of	40	14	['P1,1052 2127 1286 2186']
45	(	(	VBP	O	(	conj_and	24	14	['P1,1315 2127 1494 2197']
46	such	such	JJ	O	such	_	0	14	['P1,1315 2127 1494 2197']
47	as	ss	IN	O	as	_	0	14	['P1,1522 2143 1593 2186']
48	auxiliary	ousahur	JJ	O	auxiliary	amod	50	14	['P1,1620 2126 1924 2201']
49	stylar	strtor	JJ	O	stylar	amod	50	14	['P1,1951 2127 2146 2201']
50	cusps	cusps	NNS	O	cusp	prep_such_as	45	14	['P1,17 2215 227 2291']
51	)	)	CD	NUMBER	)	nsubj	56	14	['P1,17 2215 227 2291']
52	were	were	VBD	O	be	cop	56	14	['P1,253 2232 416 2275']
53	relatively	relatively	RB	O	relatively	advmod	55	14	['P1,440 2215 760 2291']
54	more	more	RBR	O	more	advmod	55	14	['P1,785 2232 962 2276']
55	recent	recent	JJ	O	recent	amod	56	14	['P1,987 2220 1201 2276']
56	developments	developments	NNS	O	development	rcmod	50	14	['P1,1224 2216 1687 2292']
57	in	in	IN	O	in	_	0	14	['P1,1712 2216 1777 2275']
58	marsupial	marsupial	JJ	O	marsupial	amod	59	14	['P1,1801 2216 2145 2294']
59	history	history	NN	O	history	prep_in	56	14	['P1,18 2305 282 2388']
60	.	.	.	O	.	_	0	14	['P1,18 2305 282 2388']

1	Dental	Dental	JJ	O	dental	amod	2	15	['P1,320 2306 547 2366']
2	evidence	evidence	NN	O	evidence	nsubj	13	15	['P1,585 2306 879 2366']
3	supports	supports	VBZ	O	support	_	0	15	['P1,919 2310 1217 2382']
4	the	the	DT	O	the	det	5	15	['P1,1257 2307 1362 2367']
5	monophyly	monophyly	NN	O	monophyly	dobj	3	15	['P1,1401 2307 1780 2382']
6	of	of	IN	O	of	_	0	15	['P1,1819 2306 1892 2367']
7	higher	higher	JJR	O	higher	amod	8	15	['P1,1925 2306 2146 2382']
8	(	(	NN	O	(	prep_of	5	15	['P1,20 2385 493 2471']
9	tribosphenic	tribosphenic	JJ	O	tribosphenic	amod	11	15	['P1,20 2385 493 2471']
10	)	)	NN	O	)	nn	11	15	['P1,20 2385 493 2471']
11	mammals	mammals	NNS	O	mammal	dep	8	15	['P1,522 2396 856 2455']
12	and	and	CC	O	and	_	0	15	['P1,884 2396 1011 2456']
13	suggests	suggests	VBZ	O	suggest	conj_and	3	15	['P1,1039 2401 1318 2471']
14	that	that	IN	O	that	complm	30	15	['P1,1345 2396 1482 2455']
15	the	the	DT	O	the	det	19	15	['P1,1508 2396 1614 2455']
16	predominantly	predominantly	RB	O	predominantly	advmod	17	15	['P1,1642 2396 2145 2471']
17	Old	Old	JJ	LOCATION	old	amod	19	15	['P1,17 2486 143 2545']
18	World	%'orld	NNP	LOCATION	World	nn	19	15	['P1,170 2487 391 2545']
19	Deltatheroida	Deltatheroida	NNP	LOCATION	Deltatheroida	nsubj	30	15	['P1,418 2487 913 2557']
20	,	,	,	O	,	_	0	15	['P1,418 2487 913 2557']
21	recently	recently	RB	DATE	recently	advmod	22	15	['P1,944 2487 1218 2561']
22	proposed	proposed	VBN	O	propose	partmod	19	15	['P1,1245 2487 1559 2561']
23	as	as	IN	O	as	_	0	15	['P1,1586 2503 1655 2546']
24	a	a	DT	O	a	det	26	15	['P1,1682 2504 1722 2546']
25	sister	sister	NN	O	sister	nn	26	15	['P1,1748 2486 1930 2546']
26	taxon	taxon	NN	O	taxon	prep_as	22	15	['P1,1954 2492 2144 2546']
27	to	to	TO	O	to	_	0	15	['P1,17 2579 83 2634']
28	marsupials	marsupials	NNS	O	marsupial	prep_to	22	15	['P1,111 2575 510 2649']
29	,	,	,	O	,	_	0	15	['P1,111 2575 510 2649']
30	represents	represents	VBZ	O	represent	ccomp	13	15	['P1,542 2580 897 2650']
31	a	a	DT	O	a	det	35	15	['P1,926 2593 965 2634']
32	primitive	primitive	JJ	O	primitive	amod	35	15	['P1,994 2575 1308 2650']
33	and	and	CC	O	and	_	0	15	['P1,1336 2576 1463 2634']
34	unrelated	unrelated	JJ	O	unrelated	conj_and	32	15	['P1,1493 2576 1819 2635']
35	group	group	NN	O	group	dobj	30	15	['P1,1848 2593 2049 2650']
36	of	of	IN	O	of	_	0	15	['P1,2077 2576 2150 2635']
37	higher	higher	JJR	O	higher	amod	38	15	['P1,16 2664 237 2738']
38	mammals	mammals	NNS	O	mammal	prep_of	35	15	['P1,258 2665 615 2735']
39	;	;	:	O	;	_	0	15	['P1,258 2665 615 2735']
40	by	by	IN	O	by	_	0	15	['P1,642 2665 724 2738']
41	this	this	DT	O	this	det	42	15	['P1,748 2664 873 2723']
42	interpretation	interpretation	NN	O	interpretation	prep_by	52	15	['P1,895 2664 1397 2739']
43	,	,	,	O	,	_	0	15	['P1,895 2664 1397 2739']
44	early	early	JJ	O	early	amod	45	15	['P1,1423 2665 1596 2739']
45	marsupials	marsupials	NNS	O	marsupial	nsubj	52	15	['P1,1619 2664 1993 2739']
46	and	and	CC	O	and	_	0	15	['P1,2017 2665 2144 2724']
47	their	their	PRP$	O	they	poss	50	15	['P1,16 2753 178 2812']
48	presumed	presumed	VBN	O	presume	amod	50	15	['P1,197 2753 533 2827']
49	close	close	RB	O	close	quantmod	50	15	['P1,553 2753 717 2812']
50	relatives	relatives	NNS	O	relative	nsubj	52	15	['P1,736 2753 1026 2812']
51	are	are	VBP	O	be	cop	52	15	['P1,1044 2770 1155 2812']
52	restricted	restricted	JJ	O	restricted	parataxis	3	15	['P1,1174 2753 1500 2812']
53	to	to	TO	O	to	_	0	15	['P1,1520 2758 1586 2812']
54	North	North	NNP	LOCATION	North	nn	55	15	['P1,1604 2754 1807 2812']
55	America	America	NNP	LOCATION	America	prep_to	52	15	['P1,1827 2753 2138 2812']
56	.	.	.	O	.	_	0	15	['P1,1827 2753 2138 2812']

1	This	This	DT	O	this	nsubj	37	16	['P1,15 2842 188 2913']
2	,	,	,	O	,	_	0	16	['P1,15 2842 188 2913']
3	together	together	RB	O	together	_	0	16	['P1,229 2842 513 2916']
4	with	with	IN	O	with	_	0	16	['P1,550 2842 701 2900']
5	the	the	DT	O	the	det	7	16	['P1,739 2842 846 2901']
6	hypothesized	hypothesized	VBN	O	hypothesize	amod	7	16	['P1,884 2842 1327 2916']
7	relationships	relationships	NNS	O	relationship	prep_together_with	37	16	['P1,1366 2842 1803 2916']
8	of	of	IN	O	of	_	0	16	['P1,1841 2842 1913 2901']
9	South	South	NNP	MISC	South	nn	10	16	['P1,1946 2842 2143 2901']
10	American	American	NNP	MISC	American	prep_of	7	16	['P1,15 2931 350 2991']
11	/	/	:	O	/	punct	14	16	['P1,355 2926 401 3005']
12	Australian	Australian	JJ	MISC	australian	amod	13	16	['P1,406 2931 769 2991']
13	marsupials	marsupials	NNS	O	marsupial	dep	14	16	['P1,795 2931 1172 3007']
14	(	(	RB	O	(	dep	7	16	['P1,1198 2931 1289 3003']
15	in	in	IN	O	in	_	0	16	['P1,1198 2931 1289 3003']
16	the	the	DT	O	the	det	17	16	['P1,1316 2932 1421 2992']
17	context	context	NN	O	context	prep_in	14	16	['P1,1446 2937 1693 2992']
18	of	of	IN	O	of	_	0	16	['P1,1718 2931 1790 2992']
19	the	the	DT	O	the	det	24	16	['P1,1810 2932 1915 2992']
20	North	North	JJ	MISC	north	amod	21	16	['P1,1940 2932 2143 2992']
21	American	American	JJ	MISC	american	amod	24	16	['P1,15 3021 350 3081']
22	Cretaceous	Cretaceous	JJ	MISC	cretaceous	amod	24	16	['P1,381 3021 761 3081']
23	radiation	radiation	NN	O	radiation	nn	24	16	['P1,790 3022 1131 3092']
24	)	)	NN	O	)	prep_of	17	16	['P1,790 3022 1131 3092']
25	and	and	CC	O	and	_	0	16	['P1,1162 3022 1289 3081']
26	evidence	evidence	NN	O	evidence	conj_and	24	16	['P1,1318 3022 1611 3082']
27	from	From	IN	O	from	_	0	16	['P1,1640 3021 1807 3081']
28	the	the	DT	O	the	det	30	16	['P1,1836 3022 1942 3081']
29	fossil	fossil	NN	O	fossil	nn	30	16	['P1,1971 3021 2143 3082']
30	record	record	NN	O	record	prep_from	24	16	['P1,15 3110 239 3169']
31	of	of	IN	O	of	_	0	16	['P1,264 3109 336 3169']
32	South	South	NNP	LOCATION	South	nn	33	16	['P1,356 3109 554 3169']
33	America	America	NNP	LOCATION	America	prep_of	30	16	['P1,580 3109 896 3181']
34	,	,	,	O	,	_	0	16	['P1,580 3109 896 3181']
35	in	in	IN	O	in	_	0	16	['P1,926 3109 992 3168']
36	turn	turn	NN	O	turn	prep_in	7	16	['P1,1018 3114 1167 3169']
37	supports	supports	VBZ	O	support	_	0	16	['P1,1194 3114 1490 3185']
38	a	a	DT	O	a	det	41	16	['P1,1515 3126 1554 3169']
39	North	North	JJ	MISC	north	amod	40	16	['P1,1579 3110 1782 3169']
40	American	American	JJ	MISC	american	amod	41	16	['P1,1808 3109 2143 3169']
41	origin	origin	NN	O	origin	dobj	37	16	['P1,13 3200 216 3274']
42	for	for	IN	O	for	_	0	16	['P1,242 3199 345 3259']
43	the	the	DT	O	the	det	44	16	['P1,372 3201 478 3259']
44	group	group	NN	O	group	prep_for	41	16	['P1,506 3217 731 3274']
45	.	.	.	O	.	_	0	16	['P1,506 3217 731 3274']

1	Although	Although	IN	O	although	mark	8	17	['P2,15 34 340 110']
2	the	the	DT	O	the	det	4	17	['P2,364 34 472 96']
3	initial	initial	JJ	O	initial	amod	4	17	['P2,498 33 696 95']
4	diversi?cation	diversification	NN	O	diversi?cation	nsubj	8	17	['P2,722 34 1226 96']
5	of	of	IN	O	of	_	0	17	['P2,1252 34 1329 96']
6	tribosphenic	tribosphenic	JJ	O	tribosphenic	amod	7	17	['P2,1345 34 1782 111']
7	mammals	mammals	NNS	O	mammal	prep_of	4	17	['P2,1808 35 2139 96']
8	[	[	VBP	O	[	advcl	49	17	['P2,17 122 443 198']
9	marsupials	marsupials	NNS	O	marsupial	dobj	8	17	['P2,17 122 443 198']
10	,	,	,	O	,	_	0	17	['P2,17 122 443 198']
11	placentals	placentals	NNS	O	placental	dobj	8	17	['P2,472 122 850 199']
12	,	,	,	O	,	_	0	17	['P2,472 122 850 199']
13	and	and	CC	O	and	_	0	17	['P2,882 122 1008 184']
14	presumed	presumed	JJ	O	presumed	amod	15	17	['P2,1035 122 1379 199']
15	allies	allies	NNS	O	ally	conj_and	9	17	['P2,1407 121 1610 195']
16	,	,	,	O	,	_	0	17	['P2,1407 121 1610 195']
17	termed	termed	VBN	O	term	parataxis	49	17	['P2,1640 122 1887 184']
18	Theria	Theria	NNP	O	Theria	dobj	17	17	['P2,1912 122 2143 185']
19	of	of	IN	O	of	_	0	17	['P2,14 209 90 271']
20	metatherian	metatherian	JJ	O	metatherian	amod	24	17	['P2,119 209 911 271']
21	?	-	NN	O	?	nn	24	17	['P2,119 209 911 271']
22	eutherian	eutherian	JJ	O	eutherian	amod	24	17	['P2,119 209 911 271']
23	grade	grade	NN	O	grade	nn	24	17	['P2,945 209 1139 284']
24	(	(	NN	O	(	prep_of	18	17	['P2,1177 210 1266 282']
