1	Rev.	Reu.	NNP	O	Rev.	nn	2	1	['P1,1227 81 1303 112']
6	theropod	theropod	NN	O	theropod	prep_of	1	4	['P1,1268 279 1503 326']
7	from	from	IN	O	from	_	0	4	['P1,1518 278 1642 317']
8	the	the	DT	O	the	prep_from	1	4	['P1,1657 279 1740 317']

1	Late	Late	RB	O	late	advmod	2	5	['P1,700 338 814 376']
2	Cretaceous	Cretaceous	JJ	O	cretaceous	_	0	5	['P1,832 337 1118 376']
3	of	of	IN	O	of	dep	2	5	['P1,1135 337 1188 376']
4	Patagonia	Patagonia	NNP	LOCATION	Patagonia	pobj	3	5	['P1,1201 337 1460 385']

1	Fernando	Fernando	NNP	PERSON	Fernando	nn	3	6	['P1,460 457 623 486']
2	E.	E.	NNP	PERSON	E.	nn	3	6	['P1,636 457 670 486']
3	NOVASL2	NOVAS",	NNP	PERSON	NOVASL2	_	0	6	['P1,683 457 854 492']
4	,		,	O	,	_	0	6	['P1,683 457 854 492']
5	Martin	Martin	NNP	ORGANIZATION	Martin	nn	7	6	['P1,867 457 987 486']
6	D.	D.	NNP	ORGANIZATION	D.	nn	7	6	['P1,999 457 1034 486']
7	EZCURRA1	EZCURRA'	NNP	ORGANIZATION	EZCURRA1	appos	3	6	['P1,1048 457 1245 486']
8	&	&	CC	ORGANIZATION	&	_	0	6	['P1,1259 457 1286 486']
9	Federico	Federico	NNP	ORGANIZATION	Federico	nn	11	6	['P1,1299 457 1444 486']
10	L.	L.	NNP	O	L.	nn	11	6	['P1,1457 457 1489 486']
11	AGNOLIN1	AGNOLIN'	NNP	O	AGNOLIN1	appos	3	6	['P1,1501 457 1700 486']

1	1Laboratorio	'Laboratorio	NNP	O	1Laboratorio	nn	5	7	['P1,231 542 423 567']
2	de	de	NNP	O	de	nn	5	7	['P1,434 543 468 567']
3	Anatomia	Anatomia	NNP	O	Anatomia	nn	5	7	['P1,478 542 630 567']
4	Comparad	Comparad	NNP	O	Comparad	nn	5	7	['P1,640 542 798 574']
5	Evoluci?n	Evolucidn	NNP	O	Evoluci?n	_	0	7	['P1,853 543 1006 567']
6	de	de	FW	O	de	nn	7	7	['P1,1017 543 1051 567']
7	los	los	FW	O	los	nn	8	7	['P1,1061 543 1103 567']
8	Vertebrados	Vertebrados	NNPS	O	Vertebrados	dep	5	7	['P1,1112 543 1306 573']
9	,	,	,	O	,	_	0	7	['P1,1112 543 1306 573']
10	Museo	Museo	NNP	PERSON	Museo	nn	14	7	['P1,1317 543 1416 567']
11	Argentino	Argentino	NNP	PERSON	Argentino	nn	14	7	['P1,1426 542 1582 574']
12	de	de	IN	PERSON	de	amod	14	7	['P1,1593 543 1627 567']
13	Ciencias	Ciencias	NNP	PERSON	Ciencias	nn	14	7	['P1,1639 542 1766 567']
14	Naturales	Naturales	NNP	PERSON	Naturales	appos	8	7	['P1,1777 543 1929 568']

1	?	?	NN	O	?	nn	4	8	['P1,360 582 550 606']
2	Bernardino	Bernardino	NN	O	bernardino	nn	4	8	['P1,360 582 550 606']
3	Rivadavia	Rivadavia	NN	O	rivadavium	nn	4	8	['P1,561 582 737 612']
4	?	?	NN	O	?	_	0	8	['P1,561 582 737 612']
5	,	,	,	O	,	_	0	8	['P1,561 582 737 612']
6	Av	Av	NN	O	av	appos	4	8	['P1,747 581 791 606']
7	.	.	.	O	.	_	0	8	['P1,747 581 791 606']

1	gel	gel	NN	O	gel	_	0	9	['P1,849 582 892 613']
2	Gallardo	Gallardo	NNP	O	Gallardo	dep	1	9	['P1,904 581 1035 606']
3	470	470	CD	NUMBER	470	num	2	9	['P1,1046 582 1108 612']
4	,	,	,	O	,	_	0	9	['P1,1046 582 1108 612']
5	Buenos	Buenos	NNP	PERSON	Buenos	nn	6	9	['P1,1120 582 1232 606']
6	Aires	Aires	NNP	PERSON	Aires	appos	2	9	['P1,1242 581 1322 606']
7	(	(	CD	NUMBER	(	number	8	9	['P1,1335 582 1438 612']
8	1405	1405	CD	DATE	1405	num	9	9	['P1,1335 582 1438 612']
9	)	)	NN	O	)	dep	1	9	['P1,1335 582 1438 612']
10	,	,	,	O	,	_	0	9	['P1,1335 582 1438 612']
11	Argentina	Argentina	NNP	LOCATION	Argentina	appos	9	9	['P1,1449 581 1613 613']
12	.	.	.	O	.	_	0	9	['P1,1449 581 1613 613']

1	ZCONICET	'CONICET	NNP	LOCATION	ZCONICET	_	0	10	['P1,1626 581 1800 612']
2	,	,	,	O	,	_	0	10	['P1,1626 581 1800 612']

1	email	email	NN	O	email	_	0	11	['P1,840 621 932 645']
2	:	:	:	O	:	_	0	11	['P1,840 621 932 645']
3	fernovas@yahoo.com.ar	fernovas@yahoo.corn.a	NN	O	fernovas@yahoo.com.ar	dep	1	11	['P1,945 621 1318 652']
4	.	r.	.	O	.	_	0	11	['P1,945 621 1318 652']

1	Abstract	Abstract	JJ	O	abstract	_	0	12	['P1,229 727 384 753']
2	:	:	:	O	:	_	0	12	['P1,229 727 384 753']
3	Here	Here	RB	O	here	dep	1	12	['P1,397 727 471 752']
4	we	we	PRP	O	we	nsubj	5	12	['P1,482 736 523 752']
5	describe	describe	VBP	O	describe	rcmod	3	12	['P1,535 727 655 752']
6	a	a	DT	O	a	det	8	12	['P1,668 736 684 752']
7	partial	partial	JJ	O	partial	amod	8	12	['P1,695 727 794 759']
8	humerus	humerus	NN	O	humerus	dobj	5	12	['P1,805 727 938 752']
9	of	of	IN	O	of	_	0	12	['P1,950 727 980 752']
10	a	a	DT	O	a	det	13	12	['P1,989 735 1005 752']
11	medium-sized	medium-sized	JJ	O	medium-sized	amod	12	12	['P1,1016 727 1223 752']
12	theropod	theropod	JJ	O	theropod	amod	13	12	['P1,1234 727 1366 759']
13	dinosaur	dinosaur	NN	O	dinosaur	prep_of	8	12	['P1,1378 727 1507 752']
14	from	from	IN	O	from	_	0	12	['P1,1519 727 1590 752']
15	the	the	DT	O	the	det	20	12	['P1,1601 727 1649 752']
16	Upper	Upper	NNP	O	Upper	nn	20	12	['P1,1661 727 1754 759']
17	Cretaceous	Cretaceous	JJ	O	cretaceous	amod	20	12	['P1,1766 727 1929 752']
18	(	(	NN	O	(	nn	20	12	['P1,232 767 309 796']
19	Late	Late	JJ	MISC	late	amod	20	12	['P1,232 767 309 796']
20	Turonian	Turonian	NN	MISC	turonian	prep_from	13	12	['P1,319 767 459 792']
21	-	-	:	O	-	_	0	12	['P1,469 782 477 786']
22	Early	Early	JJ	O	early	amod	24	12	['P1,488 767 570 799']
23	Coniacian	Coniacian	JJ	O	coniacian	amod	24	12	['P1,579 767 735 797']
24	)	)	NN	O	)	dep	1	12	['P1,579 767 735 797']
25	Portezuelo	Portezuelo	NNP	O	Portezuelo	nn	26	12	['P1,747 767 904 792']
26	Formation	Formation	NN	O	formation	dep	24	12	['P1,914 767 1076 798']
27	,	,	,	O	,	_	0	12	['P1,914 767 1076 798']
28	Neuqu?n	Neuquen	NNP	LOCATION	Neuqu?n	nn	29	12	['P1,1087 767 1223 799']
29	Province	Province	NNP	LOCATION	Province	appos	1	12	['P1,1233 767 1371 798']
30	,	,	,	O	,	_	0	12	['P1,1233 767 1371 798']
31	Ar	Ar	NN	O	ar	nn	32	12	['P1,1380 767 1419 792']
32	entina	entina	NN	O	entina	appos	1	12	['P1,1436 767 1538 792']
33	.	.	.	O	.	_	0	12	['P1,1436 767 1538 792']

1	The	The	DT	O	the	det	3	13	['P1,1550 767 1608 792']
2	humerus	humerus	JJ	O	humerus	amod	3	13	['P1,1617 767 1749 792']
3	shares	shares	NNS	O	share	nsubj	18	13	['P1,1759 767 1854 792']
4	with	with	IN	O	with	_	0	13	['P1,1863 767 1930 792']
5	Abelisauroidea	Abelisauroidea	NN	PERSON	abelisauroidea	prep_with	3	13	['P1,229 807 451 832']
6	and	and	CC	O	and	_	0	13	['P1,460 807 514 832']
7	Elaphrosaurus	Elaphrosaurus	NNP	PERSON	Elaphrosaurus	conj_and	5	13	['P1,522 807 743 839']
8	an	an	DT	O	a	det	10	13	['P1,754 815 790 832']
9	articular	articular	JJ	O	articular	amod	10	13	['P1,800 807 929 832']
10	head	head	NN	O	head	dep	7	13	['P1,938 807 1009 832']
11	proximally	proximally	RB	O	proximally	advmod	12	13	['P1,1018 807 1177 839']
12	oriented	oriented	VBN	O	orient	amod	3	13	['P1,1186 807 1316 838']
13	,	,	,	O	,	_	0	13	['P1,1186 807 1316 838']
14	and	and	CC	O	and	_	0	13	['P1,1327 807 1382 832']
15	opectoral	opectoral	JJ	O	opectoral	amod	16	13	['P1,1448 807 1583 839']
16	crest	crest	NN	O	crest	conj_and	3	13	['P1,1593 809 1664 832']
17	strongly	strongly	RB	O	strongly	advmod	18	13	['P1,1674 807 1795 839']
18	reduced	reduced	VBD	O	reduce	_	0	13	['P1,1804 807 1928 832']
19	.	.	.	O	.	_	0	13	['P1,1804 807 1928 832']

1	The	The	DT	O	the	det	2	14	['P1,231 847 288 872']
2	bone	bone	NN	O	bone	nsubjpass	4	14	['P1,297 847 368 872']
3	is	is	VBZ	O	be	auxpass	4	14	['P1,377 847 400 872']
4	referred	referred	VBN	O	refer	_	0	14	['P1,410 847 531 872']
5	to	to	TO	O	to	_	0	14	['P1,540 849 568 872']
6	Abelisauroidea	Abelisauroidea	NNP	LOCATION	Abelisauroidea	prep_to	4	14	['P1,577 847 798 872']
7	on	on	IN	O	on	_	0	14	['P1,807 855 843 872']
8	the	the	DT	O	the	det	9	14	['P1,852 847 900 872']
9	basis	basis	NN	O	basis	prep_on	4	14	['P1,909 847 982 872']
10	of	of	IN	O	of	_	0	14	['P1,992 847 1022 872']
11	the	the	DT	O	the	prep_of	9	14	['P1,1028 847 1075 872']
12	following	following	VBG	O	follow	amod	11	14	['P1,1085 847 1222 879']
13	derived	derived	VBN	O	derive	partmod	11	14	['P1,1230 847 1339 872']
14	features	features	NNS	O	feature	dobj	13	14	['P1,1348 847 1476 872']
15	:	:	:	O	:	_	0	14	['P1,1348 847 1476 872']
16	proximal	proximal	JJ	O	proximal	amod	17	14	['P1,1488 847 1619 879']
17	tuberosity	tuberosity	NN	O	tuberosity	dep	14	14	['P1,1629 847 1780 879']
18	on	on	IN	O	on	_	0	14	['P1,1789 856 1825 872']
19	caudal	caudal	JJ	O	caudal	amod	20	14	['P1,1835 847 1930 872']
20	surface	surface	NN	O	surface	prep_on	17	14	['P1,231 887 337 911']
21	of	of	IN	O	of	_	0	14	['P1,349 887 380 911']
22	humeral	humeral	JJ	O	humeral	amod	23	14	['P1,388 887 513 911']
23	shaft	shaft	NN	O	shaft	prep_of	20	14	['P1,526 887 607 917']
24	,	,	,	O	,	_	0	14	['P1,526 887 607 917']
25	and	and	CC	O	and	_	0	14	['P1,620 887 675 911']
26	greater	greater	JJR	O	greater	amod	27	14	['P1,687 888 794 918']
27	tubercle	tubercle	NN	O	tubercle	dobj	13	14	['P1,806 887 927 911']
28	at	at	IN	O	at	_	0	14	['P1,939 888 968 911']
29	level	level	NN	O	level	prep_at	27	14	['P1,980 887 1048 911']
30	with	with	IN	O	with	_	0	14	['P1,1060 887 1127 911']
31	the	the	DT	O	the	det	33	14	['P1,1138 887 1186 911']
32	medial	medial	JJ	O	medial	amod	33	14	['P1,1197 887 1297 911']
33	tuberosity	tuberosity	NN	O	tuberosity	prep_with	13	14	['P1,1309 887 1462 918']
34	.	.	.	O	.	_	0	14	['P1,1309 887 1462 918']

1	The	The	DT	O	the	det	4	15	['P1,1476 887 1533 911']
2	gracile	gracile	NN	O	gracile	nn	4	15	['P1,1546 887 1644 918']
3	mo	mo	NN	DURATION	mo	nn	4	15	['P1,1656 895 1701 911']
4	hology	hology	NN	O	hology	nsubj	20	15	['P1,1734 887 1832 918']
5	of	of	IN	O	of	_	0	15	['P1,1843 887 1874 911']
6	the	the	DT	O	the	det	7	15	['P1,1881 887 1929 911']
7	humerus	humerus	NN	O	humerus	prep_of	4	15	['P1,230 926 370 957']
8	,	,	,	O	,	_	0	15	['P1,230 926 370 957']
9	as	as	RB	O	as	_	0	15	['P1,379 935 409 951']
10	well	well	RB	O	well	_	0	15	['P1,417 926 477 951']
11	as	as	IN	O	as	_	0	15	['P1,486 934 516 951']
12	the	the	DT	O	the	det	14	15	['P1,523 926 571 951']
13	poor	poor	JJ	O	poor	amod	14	15	['P1,579 934 645 958']
14	development	development	NN	O	development	conj_and	7	15	['P1,653 926 842 958']
15	of	of	IN	O	of	_	0	15	['P1,850 926 880 951']
16	its	its	PRP$	O	its	poss	18	15	['P1,884 926 920 951']
17	medial	medial	JJ	O	medial	amod	18	15	['P1,928 926 1027 951']
18	tuberosity	tuberosity	NN	O	tuberosity	prep_of	14	15	['P1,1035 926 1189 958']
19	,	,	,	O	,	_	0	15	['P1,1035 926 1189 958']
20	resemble	resemble	VBP	O	resemble	_	0	15	['P1,1198 926 1331 951']
21	more	more	RBR	O	more	prep	49	15	['P1,1339 934 1415 951']
22	Masiakasaums	Masiakasaurus	NNPS	O	Masiakasaums	pobj	21	15	['P1,1421 926 1650 951']
23	th	th	DT	O	th	dep	24	15	['P1,1659 926 1691 951']
24	he	he	PRP	O	he	nsubj	49	15	['P1,1749 926 1784 951']
25	condition	condition	NN	O	condition	dep	24	15	['P1,1792 926 1929 951']
26	present	present	JJ	DATE	present	amod	24	15	['P1,230 968 341 998']
27	in	in	IN	O	in	_	0	15	['P1,350 966 379 991']
28	abelisaurids	abelisaurids	NNS	O	abelisaurid	prep_in	26	15	['P1,388 966 565 991']
29	(	(	CD	NUMBER	(	amod	28	15	['P1,575 966 630 998']
30	e.g.	e.g.	FW	O	e.g.	dep	29	15	['P1,575 966 630 998']
31	,	,	,	O	,	_	0	15	['P1,636 987 642 997']
32	Carnotaums	Carnotauru	NNP	O	Carnotaums	appos	30	15	['P1,652 966 846 996']
33	,	s,	,	O	,	_	0	15	['P1,652 966 846 996']
34	Aucasaurus	Aucasaurus	NNP	O	Aucasaurus	nn	35	15	['P1,854 966 1052 997']
35	)	)	NNP	O	)	appos	30	15	['P1,854 966 1052 997']
36	,	,	,	O	,	_	0	15	['P1,854 966 1052 997']
37	in	in	IN	O	in	_	0	15	['P1,1061 966 1090 991']
38	which	which	WDT	O	which	rel	43	15	['P1,1098 966 1187 991']
39	the	the	DT	O	the	det	40	15	['P1,1195 966 1243 991']
40	humerus	humerus	NN	O	humerus	nsubj	43	15	['P1,1251 966 1383 991']
41	is	is	VBZ	O	be	cop	43	15	['P1,1392 966 1415 991']
42	more	more	RBR	O	more	advmod	43	15	['P1,1423 975 1499 991']
43	robust	robust	JJ	O	robust	rcmod	35	15	['P1,1508 966 1603 991']
44	and	and	CC	O	and	_	0	15	['P1,1612 966 1666 991']
45	the	the	DT	O	the	det	47	15	['P1,1674 966 1722 991']
46	medial	medial	JJ	O	medial	amod	47	15	['P1,1730 966 1830 991']
47	tuberosity	tuber-osity	NN	O	tuberosity	conj_and	24	15	['P1,1838 966 1929 991', 'P1,231 1006 301 1038']
48	is	is	VBZ	O	be	cop	49	15	['P1,312 1006 335 1031']
49	prominent	prominent	JJ	O	prominent	ccomp	20	15	['P1,346 1006 510 1038']
50	.	.	.	O	.	_	0	15	['P1,346 1006 510 1038']

1	Available	Available	JJ	O	available	amod	2	16	['P1,522 1006 659 1031']
2	information	information	NN	O	information	nsubj	3	16	['P1,671 1006 848 1031']
3	demonstrates	demonstrates	VBZ	O	demonstrate	_	0	16	['P1,860 1006 1061 1031']
4	that	that	IN	O	that	complm	15	16	['P1,1073 1006 1134 1031']
5	during	during	IN	O	during	_	0	16	['P1,1146 1006 1246 1038']
6	deposition	deposition	NN	O	deposition	prep_during	15	16	['P1,1257 1006 1408 1038']
7	of	of	IN	O	of	_	0	16	['P1,1420 1006 1450 1031']
8	the	the	DT	O	the	det	10	16	['P1,1458 1006 1506 1031']
9	Portezuelo	Portezuelo	NNP	O	Portezuelo	nn	10	16	['P1,1518 1006 1676 1031']
10	Formation	Formation	NN	O	formation	prep_of	6	16	['P1,1688 1006 1843 1031']
11	large	large	JJ	O	large	amod	14	16	['P1,1855 1006 1929 1038']
12	and	and	CC	O	and	_	0	16	['P1,231 1046 285 1071']
13	bulky	bulky	JJ	O	bulky	conj_and	11	16	['P1,294 1046 378 1078']
14	abelisaurids	abelisaurids	NNS	O	abelisaurid	nsubj	15	16	['P1,387 1046 565 1071']
15	(	(	VBP	O	(	ccomp	3	16	['P1,576 1046 642 1078']
16	e.g.	e.g.	FW	O	e.g.	dobj	15	16	['P1,576 1046 642 1078']
17	,	,	,	O	,	_	0	16	['P1,576 1046 642 1078']
18	Ekrixinatosaurus	Ekrixiuatosaurus	NNP	O	Ekrixinatosaurus	appos	16	16	['P1,652 1046 922 1075']
19	)	)	CD	NUMBER	)	num	18	16	['P1,652 1046 922 1075']
20	lived	lived	VBN	O	live	partmod	18	16	['P1,933 1046 1003 1071']
21	together	together	RB	O	together	_	0	16	['P1,1012 1046 1138 1078']
22	with	with	IN	O	with	_	0	16	['P1,1146 1046 1213 1071']
23	gracile	gracile	NN	O	gracile	nn	26	16	['P1,1222 1046 1320 1078']
24	and	and	CC	O	and	_	0	16	['P1,1330 1046 1385 1071']
25	medium-sized	medium-sized	JJ	O	medium-sized	nn	26	16	['P1,1393 1046 1600 1071']
26	abelisauroids	abelisauroids	NNS	O	abelisauroid	prep_together_with	20	16	['P1,1609 1046 1810 1071']
27	.	.	.	O	.	_	0	16	['P1,1609 1046 1810 1071']

1	Key	Key	NN	O	key	nn	2	17	['P1,230 1128 295 1160']
2	words	words	NNS	O	word	_	0	17	['P1,305 1128 419 1154']
3	:	:	:	O	:	_	0	17	['P1,305 1128 419 1154']
4	Abelisauroidea	Abelisauroidea	NNP	PERSON	Abelisauroidea	dep	2	17	['P1,430 1128 668 1159']
5	,	,	,	O	,	_	0	17	['P1,430 1128 668 1159']
6	Upper	Upper	NNP	O	Upper	nn	9	17	['P1,680 1128 775 1160']
7	Cretaceous	Cretaceous	JJ	O	cretaceous	amod	9	17	['P1,787 1128 964 1159']
8	,	,	,	O	,	_	0	17	['P1,787 1128 964 1159']
9	Patagonia	Patagonia	NNP	LOCATION	Patagonia	appos	4	17	['P1,976 1128 1137 1160']
10	,	,	,	O	,	_	0	17	['P1,976 1128 1137 1160']
11	Argentina	Argentina	NNP	LOCATION	Argentina	dep	9	17	['P1,1148 1128 1312 1160']
12	.	.	.	O	.	_	0	17	['P1,1148 1128 1312 1160']

1	Abelisauroids	Abelisauroids	NNS	O	abelisauroid	nsubj	2	18	['P1,161 1343 741 1417']
2	constitute	constitute	VBP	O	constitute	_	0	18	['P1,782 1344 1206 1417']
3	a	a	DT	O	a	det	4	18	['P1,1248 1367 1297 1416']
4	group	group	NN	O	group	dobj	2	18	['P1,1334 1366 1579 1435']
5	of	of	IN	O	of	_	0	18	['P1,1619 1344 1708 1416']
6	predatory	predatory	JJ	O	predatory	amod	7	18	['P1,1736 1344 2153 1435']
7	dinosaurs	dinosaurs	NNS	O	dinosaur	prep_of	4	18	['P1,14 1460 422 1533']
8	that	that	WDT	O	that	nsubjpass	14	18	['P1,460 1460 634 1532']
9	were	were	VBD	O	be	auxpass	11	18	['P1,671 1483 871 1532']
10	highly	highly	RB	O	highly	advmod	11	18	['P1,910 1460 1175 1551']
11	diversi?ed	diversified	VBN	O	diversi?ed	rcmod	4	18	['P1,1210 1460 1649 1533']
12	and	and	CC	O	and	_	0	18	['P1,1685 1460 1841 1532']
13	Widely	widely	RB	O	widely	advmod	14	18	['P1,1876 1460 2152 1551']
14	dispersed	dispersed	VBN	O	disperse	rcmod	4	18	['P1,14 1576 411 1667']
15	in	in	IN	O	in	_	0	18	['P1,430 1576 513 1647']
16	Gondwana	Gondwana	NNP	LOCATION	Gondwana	prep_in	14	18	['P1,536 1575 991 1648']
17	during	during	IN	O	during	_	0	18	['P1,1010 1576 1295 1667']
18	the	the	DT	O	the	det	20	18	['P1,1310 1576 1445 1648']
19	Cretaceous	Cretaceous	JJ	O	cretaceous	amod	20	18	['P1,1469 1575 1932 1649']
20	(	(	NN	O	(	prep_during	14	18	['P1,1959 1575 2116 1667']
21	e.g.	e.g.	FW	O	e.g.	dobj	11	18	['P1,1959 1575 2116 1667']
22	,	,	,	O	,	_	0	18	['P1,2130 1636 2145 1665']
23	Bonaparte	Bonaparte	NNP	PERSON	Bonaparte	appos	21	18	['P1,14 1692 468 1783']
24	,	,	,	O	,	_	0	18	['P1,14 1692 468 1783']
25	1986	1986	CD	DATE	1986	appos	23	18	['P1,495 1693 710 1781']
26	;	;	:	O	;	_	0	18	['P1,495 1693 710 1781']
27	Sereno	Sereno	NNP	PERSON	Sereno	dep	23	18	['P1,731 1691 1018 1764']
28	et	et	FW	O	et	nn	29	18	['P1,1034 1701 1106 1764']
29	al.	al.	FW	O	al.	dep	27	18	['P1,1120 1691 1215 1764']
30	,	,	,	O	,	_	0	18	['P1,1228 1752 1244 1781']
31	2004	2004	CD	DATE	2004	num	32	18	['P1,1266 1691 1514 1774']
32	)	)	NN	O	)	appos	21	18	['P1,1266 1691 1514 1774']
33	.	.	.	O	.	_	0	18	['P1,1266 1691 1514 1774']

1	Abelisauroidea	Abelisauroidea	NNP	O	Abelisauroidea	nsubjpass	4	19	['P1,1531 1691 2151 1765']
2	is	is	VBZ	O	be	auxpass	4	19	['P1,14 1808 79 1881']
3	usually	usually	RB	O	usually	advmod	4	19	['P1,102 1808 407 1899']
4	splited	splited	VBN	O	splite	_	0	19	['P1,429 1808 708 1899']
5	into	into	IN	O	into	_	0	19	['P1,729 1808 895 1880']
6	two	two	CD	NUMBER	two	num	7	19	['P1,917 1813 1070 1880']
7	clades	clades	NNS	O	clade	prep_into	4	19	['P1,1095 1808 1347 1881']
8	(	(	CD	NUMBER	(	num	9	19	['P1,1376 1807 1863 1899']
9	Bonaparte	Bonaparte	NNP	PERSON	Bonaparte	dep	7	19	['P1,1376 1807 1863 1899']
10	,	,	,	O	,	_	0	19	['P1,1376 1807 1863 1899']
11	1991	1991	CD	DATE	1991	conj_and	7	19	['P1,1895 1807 2142 1890']
12	)	)	CD	NUMBER	)	dep	11	19	['P1,1895 1807 2142 1890']
13	:	:	:	O	:	_	0	19	['P1,1895 1807 2142 1890']
14	the	the	DT	O	the	det	15	19	['P1,13 1924 150 1996']
15	small	small	JJ	O	small	conj_and	7	19	['P1,193 1924 420 1997']
16	to	to	TO	O	to	_	0	19	['P1,459 1929 541 1996']
17	medium-sized	medium-sized	JJ	O	medium-sized	amod	18	19	['P1,584 1924 1179 1997']
18	noasaurids	noasaurids	NNS	O	noasaurid	prep_to	15	19	['P1,1219 1924 1705 2013']
19	,	,	,	O	,	_	0	19	['P1,1219 1924 1705 2013']
20	including	including	VBG	O	include	_	0	19	['P1,1748 1924 2153 2015']
21	Noasaurus	Noasaurus	NNP	O	Noasaurus	nn	29	19	['P1,8 2039 535 2127']
22	,	,	,	O	,	_	0	19	['P1,8 2039 535 2127']
23	Masiakasaurus	Masiakasaurus	NNP	O	Masiakasaurus	conj_and	21	19	['P1,581 2038 1318 2127']
24	,	,	,	O	,	_	0	19	['P1,581 2038 1318 2127']
25	Laevisuchus	Laevisuchus	NNP	O	Laevisuchus	conj_and	21	19	['P1,1364 2038 1933 2111']
26	and	and	CC	O	and	_	0	19	['P1,1983 2039 2149 2111']
27	Deltadromeus	Deltadromeus	NNP	ORGANIZATION	Deltadromeus	nn	29	19	['P1,9 2153 624 2226']
28	(	(	NNP	O	(	nn	29	19	['P1,656 2153 1047 2236']
29	Carrano	Carrano	NNP	PERSON	Carrano	prep_including	18	19	['P1,656 2153 1047 2236']
30	et	et	FW	O	et	nn	31	19	['P1,1069 2163 1144 2226']
31	al.	al	FW	O	al.	dep	29	19	['P1,1165 2153 1267 2226']
32	,	,	,	O	,	_	0	19	['P1,1284 2214 1299 2242']
33	2002	20.0	CD	DATE	2002	num	15	19	['P1,1328 2155 1561 2242']
34	;	2;	:	O	;	_	0	19	['P1,1328 2155 1561 2242']
35	Sereno	Sereno	NNP	PERSON	Sereno	prep_into	4	19	['P1,1590 2153 1893 2226']
36	et	et	FW	O	et	nn	37	19	['P1,1915 2163 1990 2226']
37	al.	al.	FW	O	al.	dep	35	19	['P1,2010 2153 2112 2226']
38	,	,	,	O	,	_	0	19	['P1,2130 2213 2145 2242']
39	2004	2004	CD	DATE	2004	num	40	19	['P1,15 2269 279 2359']
40	)	)	NN	O	)	appos	37	19	['P1,15 2269 279 2359']
41	,	,	,	O	,	_	0	19	['P1,15 2269 279 2359']
42	and	and	CC	O	and	_	0	19	['P1,305 2270 465 2342']
43	the	the	DT	O	the	det	44	19	['P1,486 2270 624 2342']
44	medium	medium	NN	O	medium	prep_into	4	19	['P1,649 2270 1005 2342']
45	to	to	TO	O	to	_	0	19	['P1,1025 2275 1109 2342']
46	large-sized	large-sized	JJ	O	large-sized	amod	47	19	['P1,1133 2270 1602 2361']
47	abelisaurids	abelisaurids	NNS	O	abelisaurid	prep_to	44	19	['P1,1624 2270 2148 2343']
48	represented	represented	VBN	O	represent	partmod	47	19	['P1,13 2386 572 2477']
49	,	,	,	O	,	_	0	19	['P1,13 2386 572 2477']
50	among	among	IN	O	among	_	0	19	['P1,621 2408 923 2477']
51	others	others	NNS	O	other	prep_among	48	19	['P1,963 2386 1244 2459']
52	by	by	IN	O	by	_	0	19	['P1,1288 2386 1395 2477']
53	Rugops	Rugops	NNP	PERSON	Rugops	nn	59	19	['P1,1433 2386 1794 2477']
54	,	,	,	O	,	_	0	19	['P1,1433 2386 1794 2477']
