1	Geo	Geo	NNP	O	Geo	_	0	1	['P1,83 89 149 114']
15	Sea	Sea	NNP	LOCATION	Sea	nn	17	6	['P1,1086 280 1193 334']
16	Basin	Basin	NNP	LOCATION	Basin	nn	17	6	['P1,1213 279 1386 334']
17	(	(	NN	O	(	prep_of	11	6	['P1,1407 279 1709 349']
18	northern	northern	JJ	O	northern	amod	20	6	['P1,1407 279 1709 349']
19	Belgium	Belgium	NNP	LOCATION	Belgium	nn	20	6	['P1,1729 279 2029 349']
20	)	)	NN	O	)	dep	17	6	['P1,1729 279 2029 349']
21	:	:	:	O	:	_	0	6	['P1,1729 279 2029 349']
22	dino?agellate	dinoflagellate	VB	O	dino?agellate	dep	17	6	['P1,157 361 579 432']
23	cyst	cyst	NN	O	cyst	nn	24	6	['P1,599 369 720 432']
24	biostratigraphy	biostratigraphy	NN	O	biostratigraphy	dobj	22	6	['P1,739 361 1220 432']
25	and	and	CC	O	and	_	0	6	['P1,1240 361 1356 417']
26	depositional	depositional	JJ	O	depositional	amod	27	6	['P1,1375 361 1764 432']
27	history	history	NN	O	history	dobj	22	6	['P1,1783 361 2004 432']

1	S.	S.	NNP	O	S.	nn	2	7	['P1,564 508 591 538']
2	LOUWYE	LOUWYE	NNP	O	LOUWYE	_	0	7	['P1,613 507 856 544']
3	*	*	NN	O	*	dep	2	7	['P1,613 507 856 544']
4	,	,	,	O	,	_	0	7	['P1,613 507 856 544']
5	J.	J.	NNP	O	J.	nn	6	7	['P1,877 508 898 538']
6	DE	DE	NN	O	de	appos	3	7	['P1,919 508 983 538']
7	CONINCK	CONINCK	NNP	O	CONINCK	nn	10	7	['P1,1003 508 1237 538']
8	&	&	CC	O	&	_	0	7	['P1,1256 508 1286 538']
9	J.	J.	NNP	O	J.	nn	10	7	['P1,1305 508 1326 538']
10	VERNIERS	VERNIERS	NNP	O	VERNIERS	dep	2	7	['P1,1347 508 1597 538']

1	Laboratory	Laboratory	NN	O	laboratory	_	0	8	['P1,367 581 547 616']
2	for	for	IN	O	for	_	0	8	['P1,557 581 602 609']
3	Palaeontology	Palaeontology	NNP	O	Palaeontology	prep_for	1	8	['P1,611 581 843 616']
4	,	,	,	O	,	_	0	8	['P1,611 581 843 616']
5	Ghent	Ghent	NNP	ORGANIZATION	Ghent	nn	6	8	['P1,855 581 954 609']
6	University	University	NNP	ORGANIZATION	University	appos	3	8	['P1,963 581 1133 616']
7	,	,	,	O	,	_	0	8	['P1,963 581 1133 616']
8	Krijgslaan	Krijgslaan	NNP	O	Krijgslaan	nn	9	8	['P1,1145 581 1310 616']
9	281/S8	281/S8	NNP	O	281/S8	appos	3	8	['P1,1319 581 1433 614']
10	,	,	,	O	,	_	0	8	['P1,1319 581 1433 614']
11	B-9000	B-9000	NNP	O	B-9000	nn	12	8	['P1,1444 582 1554 609']
12	Gent	Gent	NNP	O	Gent	appos	3	8	['P1,1565 582 1652 614']
13	,	,	,	O	,	_	0	8	['P1,1565 582 1652 614']
14	Belgium	Belgium	NNP	LOCATION	Belgium	appos	3	8	['P1,1663 581 1794 616']

1	(	(	RB	O	(	advmod	2	9	['P1,734 732 867 764']
2	Received	Received	VBN	O	receive	_	0	9	['P1,734 732 867 764']
3	14	14	CD	DATE	14	dobj	2	9	['P1,876 732 905 757']
4	October	October	NNP	DATE	October	tmod	2	9	['P1,914 732 1028 757']
5	1999	1999	CD	DATE	1999	num	4	9	['P1,1039 733 1109 762']
6	;	;	:	O	;	_	0	9	['P1,1039 733 1109 762']
7	accepted	accepted	VBN	O	accept	dep	2	9	['P1,1119 732 1240 764']
8	6	6	CD	DATE	6	dobj	7	9	['P1,1246 732 1260 757']
9	April	April	NNP	DATE	April	tmod	7	9	['P1,1269 732 1342 764']
10	2000	2000	CD	DATE	2000	num	9	9	['P1,1351 732 1426 764']
11	)	)	CD	NUMBER	)	dobj	2	9	['P1,1351 732 1426 764']

1	Abstract	Abstract	JJ	O	abstract	amod	2	10	['P1,280 824 412 851']
2	?	???	NN	O	?	_	0	10	['P1,423 840 442 842']
3	Detailed	Detailed	JJ	O	detailed	amod	6	10	['P1,453 823 586 851']
4	dino?agellate	dinoflagellate	JJ	O	dino?agellate	amod	6	10	['P1,598 823 807 858']
5	cyst	cyst	NN	O	cyst	nn	6	10	['P1,819 827 879 858']
6	analysis	analysis	NN	O	analysis	dep	2	10	['P1,891 823 1013 858']
7	of	of	IN	O	of	_	0	10	['P1,1026 823 1060 851']
8	the	the	DT	O	the	det	9	10	['P1,1072 823 1119 851']
9	Lower	Lower	NNP	O	Lower	prep_of	6	10	['P1,1132 823 1363 851']
10	.	?	.	O	.	_	0	10	['P1,1132 823 1363 851']

1	?	?	NN	O	?	_	0	11	['P1,1132 823 1363 851']
2	.	?	.	O	.	_	0	11	['P1,1132 823 1363 851']

1	Middle	Middle	NNP	O	Middle	nn	4	12	['P1,1132 823 1363 851']
2	Miocene	Miocene	NNP	O	Miocene	nn	4	12	['P1,1376 823 1511 851']
3	Berchem	Berchem	NNP	O	Berchem	nn	4	12	['P1,1523 823 1660 851']
4	Formation	Formation	NN	O	formation	nsubj	18	12	['P1,1672 823 1839 851']
5	at	at	IN	O	at	_	0	12	['P1,1851 827 1879 851']
6	the	the	DT	O	the	det	8	12	['P1,281 866 328 894']
7	southernmost	southernmost	JJ	O	southernmost	amod	8	12	['P1,339 866 554 894']
8	margin	margin	NN	O	margin	prep_at	4	12	['P1,563 866 674 901']
9	of	of	IN	O	of	_	0	12	['P1,684 866 719 894']
10	the	the	DT	O	the	det	14	12	['P1,728 866 776 894']
11	North	North	NNP	LOCATION	North	nn	14	12	['P1,785 866 883 894']
12	Sea	Sea	NNP	LOCATION	Sea	nn	14	12	['P1,893 867 947 894']
13	Basin	Basin	NNP	LOCATION	Basin	nn	14	12	['P1,956 866 1043 894']
14	(	(	NN	O	(	prep_of	8	12	['P1,1053 866 1203 901']
15	northern	northern	JJ	O	northern	amod	17	12	['P1,1053 866 1203 901']
16	Belgium	Belgium	NNP	LOCATION	Belgium	nn	17	12	['P1,1213 866 1353 901']
17	)	)	NN	O	)	dep	14	12	['P1,1213 866 1353 901']
18	allowed	allowed	VBD	O	allow	_	0	12	['P1,1364 866 1484 894']
19	a	a	DT	O	a	det	22	12	['P1,1494 875 1511 894']
20	precise	precise	JJ	O	precise	amod	22	12	['P1,1520 866 1626 901']
21	biostratigraphical	biostratigraphi-cal	JJ	O	biostratigraphical	amod	22	12	['P1,1636 866 1879 901', 'P1,281 909 324 937']
22	positioning	positioning	NN	O	positioning	dobj	18	12	['P1,334 909 511 944']
23	and	and	CC	O	and	_	0	12	['P1,522 909 579 937']
24	a	a	DT	O	a	det	25	12	['P1,590 918 607 937']
25	reconstruction	reconstruction	NN	O	reconstruction	dobj	18	12	['P1,617 909 844 937']
26	of	of	IN	O	of	_	0	12	['P1,855 909 889 937']
27	the	the	DT	O	the	det	29	12	['P1,899 909 947 937']
28	depositional	depositional	JJ	O	depositional	amod	29	12	['P1,958 909 1150 944']
29	history	history	NN	O	history	prep_of	25	12	['P1,1160 909 1273 944']
30	.	.	.	O	.	_	0	12	['P1,1160 909 1273 944']

1	The	The	DT	O	the	det	4	13	['P1,1285 909 1345 937']
2	two	two	CD	NUMBER	two	num	4	13	['P1,1356 913 1412 937']
3	lower	lower	JJR	O	lower	amod	4	13	['P1,1423 909 1508 937']
4	members	members	NNS	O	member	nsubjpass	31	13	['P1,1517 909 1659 937']
5	of	of	IN	O	of	_	0	13	['P1,1670 909 1705 937']
6	the	the	DT	O	the	det	7	13	['P1,1715 909 1762 937']
7	formation	forma-tion	NN	O	formation	prep_of	4	13	['P1,1773 909 1879 937', 'P1,281 952 343 980']
8	(	(	NN	O	(	nn	10	13	['P1,355 952 493 987']
9	Edegem	Edegem	NNP	LOCATION	Edegem	nn	10	13	['P1,355 952 493 987']
10	Sands	Sands	NNP	LOCATION	Sands	dep	7	13	['P1,505 952 596 980']
11	and	and	CC	O	and	_	0	13	['P1,609 952 666 980']
12	decalci?ed	decalcified	VBD	O	decalci?ed	conj_and	10	13	['P1,678 952 842 980']
13	Kiel	Kiel	NNP	LOCATION	Kiel	nn	15	13	['P1,853 952 918 980']
14	Sands	Sands	NNP	LOCATION	Sands	nn	15	13	['P1,931 952 1034 987']
15	)	)	NNP	O	)	nsubjpass	18	13	['P1,931 952 1034 987']
16	are	are	VBP	O	be	auxpass	18	13	['P1,1047 961 1094 980']
17	biostratigraphically	biostratigraphically	RB	O	biostratigraphically	advmod	18	13	['P1,1105 952 1409 987']
18	regarded	regarded	VBN	O	regard	ccomp	12	13	['P1,1421 952 1557 987']
19	as	as	IN	O	as	_	0	13	['P1,1569 961 1600 980']
20	one	one	CD	NUMBER	one	num	21	13	['P1,1612 961 1667 980']
21	unit	unit	NN	O	unit	prep_as	18	13	['P1,1679 952 1741 980']
22	since	since	IN	O	since	_	0	13	['P1,1753 952 1828 980']
23	no	no	DT	O	no	det	25	13	['P1,1839 961 1879 980']
24	signi?cant	significant	NN	O	signi?cant	nn	25	13	['P1,282 995 441 1030']
25	break	break	NN	O	break	prep_since	21	13	['P1,462 995 551 1023']
26	within	within	IN	O	within	_	0	13	['P1,571 995 671 1023']
27	the	the	DT	O	the	det	29	13	['P1,692 995 739 1023']
28	dinocyst	dinocyst	JJ	O	dinocyst	amod	29	13	['P1,761 995 892 1030']
29	assemblages	assemblages	NNS	O	assemblage	prep_within	18	13	['P1,914 995 1103 1030']
30	is	is	VBZ	O	be	auxpass	31	13	['P1,1124 995 1147 1023']
31	observed	observed	VBN	O	observe	_	0	13	['P1,1169 995 1315 1023']
32	.	.	.	O	.	_	0	13	['P1,1169 995 1315 1023']

1	The	The	DT	O	the	det	2	14	['P1,1339 995 1399 1023']
2	base	base	NN	O	base	_	0	14	['P1,1420 995 1488 1023']
3	of	of	IN	O	of	_	0	14	['P1,1510 995 1545 1023']
4	this	this	DT	O	this	det	6	14	['P1,1566 995 1621 1023']
5	late	late	JJ	O	late	amod	6	14	['P1,1643 995 1697 1023']
6	(	(	NN	O	(	prep_of	2	14	['P1,1720 995 1765 1030']
7	or	or	CC	O	or	_	0	14	['P1,1720 995 1765 1030']
8	latest	latest	JJS	O	latest	prep_of	2	14	['P1,1786 995 1879 1030']
9	)	)	CD	NUMBER	)	num	10	14	['P1,1786 995 1879 1030']
10	Aquitanian	Aquitanian	NN	O	aquitanian	dep	8	14	['P1,280 1038 664 1073']
11	.	?	.	O	.	_	0	14	['P1,280 1038 664 1073']

1	?	?	NN	O	?	_	0	15	['P1,280 1038 664 1073']
2	.	?	.	O	.	_	0	15	['P1,280 1038 664 1073']

1	Burdiga1ian	Burdigalian	JJ	O	burdiga1ian	amod	2	16	['P1,280 1038 664 1073']
2	unit	unit	NN	O	unit	nsubj	3	16	['P1,678 1038 741 1066']
3	coincides	coincides	VBZ	O	coincide	_	0	16	['P1,755 1038 897 1066']
4	with	with	IN	O	with	_	0	16	['P1,912 1038 981 1066']
5	sequence	sequence	NN	O	sequence	nn	7	16	['P1,996 1047 1134 1073']
6	boundary	boundary	NN	O	boundary	nn	7	16	['P1,1148 1038 1301 1073']
7	Aq3/Burl	Aq3/Burl	NN	O	aq3/burl	prep_with	3	16	['P1,1315 1038 1467 1073']
8	as	as	IN	O	as	mark	9	16	['P1,1485 1047 1516 1066']
9	de?ned	defined	VBN	O	de?ned	advcl	3	16	['P1,1531 1038 1644 1066']
10	by	by	IN	O	by	_	0	16	['P1,1658 1038 1695 1073']
11	Hardenbol	Hardenbol	NN	PERSON	hardenbol	prep_by	9	16	['P1,1710 1038 1879 1066']
12	and	and	CC	O	and	_	0	16	['P1,281 1081 339 1109']
13	others	others	NNS	O	other	prep_by	9	16	['P1,350 1081 453 1114']
14	,	,	,	O	,	_	0	16	['P1,350 1081 453 1114']
15	in	in	IN	O	in	_	0	16	['P1,465 1081 494 1108']
16	work	work	NN	O	work	prep_in	9	16	['P1,504 1081 584 1109']
17	published	published	VBN	O	publish	partmod	16	16	['P1,594 1081 745 1116']
18	in	in	IN	O	in	_	0	16	['P1,756 1081 785 1108']
19	1998	1998	CD	DATE	1998	prep_in	17	16	['P1,799 1081 876 1109']
20	.	.	.	O	.	_	0	16	['P1,799 1081 876 1109']

1	A	A	DT	O	a	det	2	17	['P1,888 1081 917 1108']
2	hiatus	hiatus	NN	O	hiatus	_	0	17	['P1,927 1081 1020 1109']
3	at	at	IN	O	at	_	0	17	['P1,1031 1085 1059 1109']
4	the	the	DT	O	the	det	5	17	['P1,1070 1081 1117 1109']
5	Lower	Lower	NNP	O	Lower	prep_at	2	17	['P1,1129 1081 1360 1109']
6	.	?	.	O	.	_	0	17	['P1,1129 1081 1360 1109']

1	?	?	NN	O	?	_	0	18	['P1,1129 1081 1360 1109']
2	.	?	.	O	.	_	0	18	['P1,1129 1081 1360 1109']

1	Middle	Middle	NNP	O	Middle	nn	3	19	['P1,1129 1081 1360 1109']
2	Miocene	Miocene	NNP	O	Miocene	nn	3	19	['P1,1371 1081 1506 1109']
3	transition	transition	NN	O	transition	nsubj	4	19	['P1,1517 1081 1668 1109']
4	separates	separates	VBZ	O	separate	_	0	19	['P1,1679 1085 1821 1116']
5	the	the	DT	O	the	det	7	19	['P1,1832 1081 1879 1109']
6	upper	upper	JJ	O	upper	amod	7	19	['P1,281 1133 372 1159']
7	member	member	NN	O	member	dobj	4	19	['P1,380 1124 508 1152']
8	(	(	IN	O	(	_	0	19	['P1,518 1124 577 1159']
9	the	the	DT	O	the	det	11	19	['P1,518 1124 577 1159']
10	Antwerpen	Antwerpen	NNP	LOCATION	Antwerpen	nn	11	19	['P1,586 1124 760 1159']
11	Sands	Sands	NNP	LOCATION	Sands	prep_(	4	19	['P1,771 1124 874 1159']
12	)	)	CD	NUMBER	)	num	11	19	['P1,771 1124 874 1159']
13	from	from	IN	O	from	_	0	19	['P1,884 1124 959 1152']
14	the	the	DT	O	the	det	16	19	['P1,968 1124 1016 1152']
15	underlying	underlying	VBG	O	underlie	amod	16	19	['P1,1025 1124 1192 1159']
16	member	member	NN	O	member	prep_from	11	19	['P1,1200 1124 1334 1152']
17	.	.	.	O	.	_	0	19	['P1,1200 1124 1334 1152']

1	The	The	DT	O	the	_	0	20	['P1,1345 1124 1405 1152']
2	greater	greater	JJR	O	greater	dep	1	20	['P1,1415 1128 1522 1159']
3	part	part	NN	O	part	nsubjpass	9	20	['P1,1531 1128 1596 1159']
4	of	of	IN	O	of	_	0	20	['P1,1605 1124 1640 1152']
5	the	the	DT	O	the	det	7	20	['P1,1648 1124 1696 1152']
6	Antwerpen	Antwerpen	NNP	LOCATION	Antwerpen	nn	7	20	['P1,1705 1124 1879 1159']
7	Sands	Sands	NNPS	LOCATION	Sands	prep_of	3	20	['P1,282 1167 374 1195']
8	were	were	VBD	O	be	auxpass	9	20	['P1,383 1176 454 1195']
9	deposited	deposited	VBN	O	deposit	ccomp	2	20	['P1,464 1167 614 1202']
10	in	in	IN	O	in	prep	2	20	['P1,623 1167 653 1194']
11	a	a	DT	O	a	det	13	20	['P1,663 1176 680 1195']
12	Langhian	Langhian	JJ	MISC	langhian	amod	13	20	['P1,690 1167 840 1202']
13	(	(	NN	O	(	dep	10	20	['P1,850 1167 943 1202']
14	latest	latest	JJS	O	latest	nn	15	20	['P1,850 1167 943 1202']
15	Burdiga1ian	Burdigalian	NN	O	burdiga1ian	dep	13	20	['P1,953 1167 1289 1202']
16	?	?	.	O	?	_	0	20	['P1,953 1167 1289 1202']
17	)	)	SYM	O	)	dep	1	20	['P1,953 1167 1289 1202']

1	.	?	.	O	.	_	0	21	['P1,953 1167 1289 1202']

1	?	?	NN	O	?	_	0	22	['P1,953 1167 1289 1202']
2	.	?	.	O	.	_	0	22	['P1,953 1167 1289 1202']

1	middle	middle	JJ	O	middle	amod	3	23	['P1,953 1167 1289 1202']
2	Serravallian	Serravallian	JJ	MISC	serravallian	amod	3	23	['P1,1300 1167 1484 1195']
3	interval	interval	NN	O	interval	_	0	23	['P1,1493 1167 1620 1195']
4	.	.	.	O	.	_	0	23	['P1,1493 1167 1620 1195']

1	The	The	DT	O	the	det	2	24	['P1,1631 1167 1691 1195']
2	base	base	NN	O	base	nsubj	6	24	['P1,1701 1167 1769 1195']
3	of	of	IN	O	of	_	0	24	['P1,1780 1167 1814 1195']
4	this	this	DT	O	this	det	5	24	['P1,1824 1167 1879 1195']
5	unit	unit	NN	O	unit	prep_of	2	24	['P1,281 1210 343 1238']
6	coincides	coincides	VBZ	O	coincide	_	0	24	['P1,354 1210 497 1238']
7	with	with	IN	O	with	_	0	24	['P1,509 1210 578 1238']
8	sequence	sequence	NN	O	sequence	nn	10	24	['P1,590 1219 728 1245']
9	boundary	boundary	NN	O	boundary	nn	10	24	['P1,740 1210 893 1245']
10	Bur5/Lanl	Bur5/Lani	NN	O	bur5/lanl	prep_with	6	24	['P1,904 1210 1081 1238']
11	.	.	.	O	.	_	0	24	['P1,904 1210 1081 1238']

1	Biostratigraphical	Biostratigraphical	JJ	O	biostratigraphical	amod	3	25	['P1,1096 1210 1375 1245']
2	correlation	correlation	NN	O	correlation	nn	3	25	['P1,1387 1210 1558 1238']
3	points	points	NNS	O	point	nsubjpass	21	25	['P1,1569 1210 1665 1245']
4	to	to	TO	O	to	_	0	25	['P1,1677 1214 1708 1238']
5	a	a	DT	O	a	det	8	25	['P1,1721 1219 1738 1238']
6	diachronous	diachro-nous	JJ	O	diachronous	amod	8	25	['P1,1749 1210 1879 1238', 'P1,281 1262 355 1281']
7	post-depositional	post-depositional	JJ	O	post-depositional	amod	8	25	['P1,369 1253 642 1288']
8	decalci?cation	decalcification	NN	O	decalci?cation	prep_to	3	25	['P1,656 1253 879 1281']
9	within	within	IN	O	within	_	0	25	['P1,893 1253 992 1281']
10	the	the	DT	O	the	det	11	25	['P1,1006 1253 1053 1281']
11	formation	formation	NN	O	formation	prep_within	8	25	['P1,1067 1253 1224 1281']
12	since	since	IN	O	since	_	0	25	['P1,1238 1253 1313 1281']
13	parts	parts	NNS	O	part	prep_since	11	25	['P1,1327 1257 1405 1288']
14	of	of	IN	O	of	_	0	25	['P1,1420 1253 1454 1281']
15	the	the	DT	O	the	det	18	25	['P1,1468 1253 1516 1281']
16	decalci?ed	decalcified	JJ	O	decalci?ed	amod	18	25	['P1,1530 1253 1693 1281']
17	Kiel	Kiel	NNP	LOCATION	Kiel	nn	18	25	['P1,1707 1253 1773 1281']
18	Sands	Sands	NNPS	LOCATION	Sands	prep_of	13	25	['P1,1787 1253 1879 1281']
19	can	can	MD	O	can	aux	21	25	['P1,281 1305 335 1324']
20	be	be	VB	O	be	auxpass	21	25	['P1,356 1296 391 1324']
21	correlated	correlated	VBN	O	correlate	_	0	25	['P1,412 1296 568 1324']
22	with	with	IN	O	with	_	0	25	['P1,589 1296 658 1324']
23	parts	parts	NNS	O	part	prep_with	21	25	['P1,678 1300 756 1331']
24	of	of	IN	O	of	_	0	25	['P1,778 1296 813 1324']
25	the	the	DT	O	the	det	28	25	['P1,834 1296 881 1324']
26	calcareous	calcareous	JJ	O	calcareous	amod	28	25	['P1,902 1296 1065 1324']
27	fossil-bearing	fossil-bearing	JJ	O	fossil-bearing	amod	28	25	['P1,1086 1296 1296 1331']
28	section	section	NN	O	section	prep_of	23	25	['P1,1318 1296 1434 1329']
29	,	,	,	O	,	_	0	25	['P1,1318 1296 1434 1329']
30	up	up	RB	O	up	advmod	32	25	['P1,1456 1305 1496 1331']
31	to	to	TO	O	to	dep	32	25	['P1,1517 1300 1548 1324']
32	now	now	RB	DATE	now	advmod	33	25	['P1,1569 1305 1635 1324']
33	interpreted	interpreted	VBN	O	interpret	partmod	28	25	['P1,1655 1296 1827 1331']
34	as	as	IN	O	as	_	0	25	['P1,1848 1305 1879 1324']
35	Antwerpen	Antwerpen	NNP	LOCATION	Antwerpen	nn	36	25	['P1,280 1339 455 1374']
36	Sands	Sands	NNP	LOCATION	Sands	prep_as	33	25	['P1,470 1339 568 1367']
37	.	.	.	O	.	_	0	25	['P1,470 1339 568 1367']

1	The	The	DT	O	the	det	4	26	['P1,584 1339 644 1367']
2	dino?agellate	dinoflagellate	JJ	O	dino?agellate	amod	4	26	['P1,658 1339 867 1374']
3	cyst	cyst	NN	O	cyst	nn	4	26	['P1,881 1343 942 1374']
4	assemblages	assemblages	NNS	O	assemblage	nsubjpass	6	26	['P1,956 1339 1145 1374']
5	are	are	VBP	O	be	auxpass	6	26	['P1,1159 1348 1206 1367']
6	dominated	dominated	VBN	O	dominate	_	0	26	['P1,1221 1339 1388 1367']
7	by	by	IN	O	by	_	0	26	['P1,1402 1339 1439 1374']
8	species	species	NNS	O	species	agent	6	26	['P1,1454 1339 1559 1374']
9	with	with	IN	O	with	_	0	26	['P1,1573 1339 1642 1367']
10	a	a	DT	O	a	det	13	26	['P1,1656 1348 1673 1367']
11	inner	inner	JJ	O	inner	amod	13	26	['P1,1687 1339 1768 1367']
12	neritic	neritic	JJ	O	neritic	amod	13	26	['P1,1781 1339 1880 1367']
13	preference	preference	NN	O	preference	prep_with	8	26	['P1,281 1382 448 1417']
14	,	,	,	O	,	_	0	26	['P1,281 1382 448 1417']
15	although	although	IN	O	although	mark	28	26	['P1,460 1382 600 1417']
16	higher	higher	JJR	O	higher	amod	17	26	['P1,610 1382 709 1417']
17	numbers	numbers	NNS	O	number	nsubj	28	26	['P1,719 1382 853 1410']
18	of	of	IN	O	of	_	0	26	['P1,864 1382 899 1410']
19	oceanic	oceanic	JJ	O	oceanic	amod	20	26	['P1,909 1382 1026 1410']
20	taxa	taxa	NN	O	taxa	prep_of	17	26	['P1,1036 1386 1103 1410']
21	in	in	IN	O	in	_	0	26	['P1,1112 1382 1142 1409']
22	the	the	DT	O	the	det	24	26	['P1,1152 1382 1199 1410']
23	upper	upper	JJ	O	upper	amod	24	26	['P1,1210 1391 1301 1417']
24	part	part	NN	O	part	prep_in	20	26	['P1,1310 1386 1375 1417']
25	of	of	IN	O	of	_	0	26	['P1,1386 1382 1420 1410']
26	the	the	DT	O	the	det	27	26	['P1,1430 1382 1478 1410']
27	formation	formation	NN	O	formation	prep_of	24	26	['P1,1488 1382 1645 1410']
28	indicate	indicate	VBP	O	indicate	advcl	6	26	['P1,1655 1382 1777 1410']
29	incursions	incur-sions	NNS	O	incursion	dobj	28	26	['P1,1787 1382 1879 1410', 'P1,282 1425 359 1453']
30	of	of	IN	O	of	_	0	26	['P1,373 1425 407 1453']
31	oceanic	oceanic	JJ	O	oceanic	amod	32	26	['P1,421 1425 538 1453']
32	watermasses	watermasses	NNS	O	watermass	prep_of	29	26	['P1,550 1429 744 1453']
33	into	into	IN	O	into	_	0	26	['P1,757 1425 819 1453']
34	the	the	DT	O	the	det	37	26	['P1,833 1425 880 1453']
35	con?ned	confined	JJ	O	con?ned	amod	37	26	['P1,893 1425 1027 1453']
36	depositional	depositional	JJ	O	depositional	amod	37	26	['P1,1041 1425 1233 1460']
37	environment	environment	NN	O	environment	prep_into	28	26	['P1,1246 1425 1442 1453']
38	of	of	IN	O	of	_	0	26	['P1,1456 1425 1491 1453']
39	the	the	DT	O	the	det	42	26	['P1,1504 1425 1551 1453']
40	southern	southern	JJ	O	southern	amod	42	26	['P1,1565 1425 1702 1453']
41	North	North	NNP	LOCATION	North	nn	42	26	['P1,1715 1425 1813 1453']
42	Sea	Sea	NNP	LOCATION	Sea	prep_of	37	26	['P1,1827 1425 1880 1453']

1	Basin	Basin	NNP	O	Basin	_	0	27	['P1,468 1478 669 1537']
2	.	.	.	O	.	_	0	27	['P1,468 1478 669 1537']

1	1	1	LS	NUMBER	1	_	0	28	['P1,41 1698 100 1762']
2	.	.	.	O	.	_	0	28	['P1,41 1698 100 1762']

1	Introduction	Introduction	NN	O	introduction	_	0	29	['P1,150 1698 605 1762']

1	The	The	DT	O	the	det	5	30	['P1,38 1856 182 1922']
2	foraminifera	foraminifera	NN	O	foraminifera	nn	5	30	['P1,230 1856 699 1922']
3	and	and	CC	O	and	_	0	30	['P1,749 1856 887 1922']
4	calcareous	calcareous	JJ	O	calcareous	nn	5	30	['P1,935 1856 1327 1922']
5	nannofossils	nannofossils	NNS	O	nannofossil	_	0	30	['P1,1376 1856 1840 1922']
6	from	from	IN	O	from	_	0	30	['P1,1890 1856 2071 1922']
7	the	the	DT	O	the	det	8	30	['P1,38 1961 152 2027']
8	Lower	Lower	NNP	O	Lower	prep_from	5	30	['P1,200 1961 755 2027']
