1	RESEARCH	RESEARCH	NN	O	research	nn	2	1	['P1,32 113 286 148']
23	Sciences	Sciences	NNPS	O	Sciences	conj_and	18	5	['P1,490 571 642 607']
24	,	,	,	O	,	_	0	5	['P1,490 571 642 607']
25	University	University	NNP	ORGANIZATION	University	appos	1	5	['P1,659 572 836 609']
26	of	of	IN	ORGANIZATION	of	_	0	5	['P1,846 571 884 609']
27	Tokyo	Tokyo	NNP	ORGANIZATION	Tokyo	prep_of	25	5	['P1,889 571 992 609']
28	,	,	,	O	,	_	0	5	['P1,889 571 992 609']
29	Tokyo	Tokyo	NNP	LOCATION	Tokyo	appos	1	5	['P1,1008 571 1105 609']
30	113-0033	118-0088	CD	NUMBER	113-0033	num	29	5	['P1,1118 572 1286 607']
31	,	,	,	O	,	_	0	5	['P1,1118 572 1286 607']
32	Japan	Japan	NNP	LOCATION	Japan	appos	1	5	['P1,1298 572 1416 609']
33	,	,	,	O	,	_	0	5	['P1,1298 572 1416 609']
34	E	E	NNP	O	E	nn	36	5	['P1,1429 571 1564 602']
35	?	-	CD	NUMBER	?	num	36	5	['P1,1429 571 1564 602']
36	mail	mail	NN	O	mail	appos	1	5	['P1,1429 571 1564 602']
37	:	:	:	O	:	_	0	5	['P1,1429 571 1564 602']
38	rtwitchett@plymouth	rtuitchett@plymouth	NN	O	rtwitchett@plymouth	dep	36	5	['P1,1574 571 1945 609']
39	.	.	.	O	.	_	0	5	['P1,1574 571 1945 609']

1	ac	ac	NN	O	ac	_	0	6	['P1,1950 582 1994 602']
2	.	.	.	O	.	_	0	6	['P1,1950 582 1994 602']

1	uk	uk	NN	O	uk	_	0	7	['P1,2001 571 2043 602']

1	JOSHUA	JOSHUA	NNP	PERSON	JOSHUA	nn	3	8	['P1,395 653 566 683']
2	M.	M.	NNP	PERSON	M.	nn	3	8	['P1,574 653 619 683']
3	FEINBERG	FEINBERG	NNP	PERSON	FEINBERG	_	0	8	['P1,632 653 856 690']
4	,	,	,	O	,	_	0	8	['P1,632 653 856 690']
5	DIANE	DIANE	NNP	PERSON	DIANE	nn	8	8	['P1,868 653 999 683']
6	D.	D.	NNP	PERSON	D.	nn	8	8	['P1,1011 653 1048 683']
7	O?CONN	O'CONN	NNP	PERSON	O?CONN	nn	8	8	['P1,1062 653 1221 683']
8	OR	OR	NN	O	or	conj_and	3	8	['P1,1222 653 1288 690']
9	,	,	,	O	,	_	0	8	['P1,1222 653 1288 690']
10	and	and	CC	O	and	_	0	8	['P1,1300 653 1366 683']
11	WALTER	WALTER	NNP	PERSON	WALTER	nn	12	8	['P1,1376 653 1551 683']
12	ALVAREZ	ALVAREZ	NNP	PERSON	ALVAREZ	conj_and	3	8	['P1,1559 653 1749 683']

1	Department	Department	NNP	O	Department	_	0	9	['P1,253 708 465 745']
2	of	of	IN	O	of	_	0	9	['P1,475 707 512 745']
3	Earth	Earth	NNP	LOCATION	Earth	nn	6	9	['P1,514 707 620 738']
4	and	and	CC	O	and	_	0	9	['P1,631 707 700 738']
5	Planetary	Planetary	NNP	O	Planetary	nn	6	9	['P1,709 707 882 745']
6	Science	Science	NNP	O	Science	prep_of	1	9	['P1,893 707 1026 743']
7	,	,	,	O	,	_	0	9	['P1,893 707 1026 743']
8	University	University	NNP	ORGANIZATION	University	appos	6	9	['P1,1043 708 1219 745']
9	of	of	IN	ORGANIZATION	of	_	0	9	['P1,1230 707 1267 745']
10	California	California	NNP	ORGANIZATION	California	prep_of	8	9	['P1,1272 707 1460 745']
11	,	,	,	O	,	_	0	9	['P1,1272 707 1460 745']
12	Berkeley	Berkeley	NNP	LOCATION	Berkeley	nn	14	9	['P1,1472 707 1620 745']
13	,	,	,	O	,	_	0	9	['P1,1472 707 1620 745']
14	CA	CA	NNP	LOCATION	CA	dep	1	9	['P1,1635 707 1685 738']
15	94720-4767	94720-4767	CD	NUMBER	94720-4767	num	14	9	['P1,1695 708 1903 738']

1	LINDA	LINDA	NNP	PERSON	LINDA	nn	3	10	['P1,858 789 990 819']
2	B.	B.	NNP	PERSON	B.	nn	3	10	['P1,999 789 1034 819']
3	MCCOLLUM	MCCOLLUM	NNP	PERSON	MCCOLLUM	_	0	10	['P1,1047 789 1290 819']

1	Department	Department	NNP	ORGANIZATION	Department	_	0	11	['P1,430 842 642 880']
2	of	of	IN	ORGANIZATION	of	_	0	11	['P1,652 842 689 880']
3	Geology	Geology	NNP	ORGANIZATION	Geology	prep_of	1	11	['P1,694 842 833 880']
4	,	,	,	O	,	_	0	11	['P1,694 842 833 880']
5	Eastern	Eastern	NNP	ORGANIZATION	Eastern	nn	7	11	['P1,845 842 984 873']
6	Washington	Washington	NNP	ORGANIZATION	Washington	nn	7	11	['P1,996 842 1200 880']
7	University	University	NNP	ORGANIZATION	University	appos	3	11	['P1,1214 842 1394 880']
8	,	,	,	O	,	_	0	11	['P1,1214 842 1394 880']
9	Cheney	Cheney	NNP	LOCATION	Cheney	nn	11	11	['P1,1409 842 1535 880']
10	,	,	,	O	,	_	0	11	['P1,1409 842 1535 880']
11	WA	WA	NNP	LOCATION	WA	dep	1	11	['P1,1551 842 1606 873']
12	99004	99004	CD	NUMBER	99004	num	11	11	['P1,1617 843 1723 873']

1	PALAIOS	PALAIOS	NNP	LOCATION	PALAIOS	_	0	12	['P1,20 1037 382 1110']
2	,	,	,	O	,	_	0	12	['P1,20 1037 382 1110']
3	2005	2005	CD	DATE	2005	appos	1	12	['P1,418 1039 615 1110']
4	,	,	,	O	,	_	0	12	['P1,418 1039 615 1110']
5	V.	V.	NNP	O	V.	appos	1	12	['P1,651 1037 720 1098']
6	20	20	CD	NUMBER	20	num	5	12	['P1,758 1039 863 1110']
7	,	,	,	O	,	_	0	12	['P1,758 1039 863 1110']
8	p.	p.	NN	O	p.	appos	1	12	['P1,901 1053 959 1116']
9	213-223	213???223	CD	NUMBER	213-223	num	8	12	['P1,997 1039 1311 1100']
10	DOI10	D0110	NN	O	doi10	dep	8	12	['P1,1432 1059 2153 1109']
11	.2110	.2110	CD	NUMBER	.2110	num	10	12	['P1,1432 1059 2153 1109']
12	/	/	:	O	/	punct	1	12	['P1,1432 1059 2153 1109']
13	pa	pa	NN	O	pa	nn	14	12	['P1,1432 1059 2153 1109']
14	|	l	NNS	O	|	nsubj	15	12	['P1,1432 1059 2153 1109']
15	o.	o.	VBP	O	o.	dep	1	12	['P1,1432 1059 2153 1109']
16	2004	2004	CD	DATE	2004	dobj	15	12	['P1,1432 1059 2153 1109']
17	.	.	.	O	.	_	0	12	['P1,1432 1059 2153 1109']

1	p04	po4	NN	O	p04	_	0	13	['P1,1432 1059 2153 1109']
2	?	?	CD	NUMBER	?	num	3	13	['P1,1432 1059 2153 1109']
3	30	??30	CD	NUMBER	30	dep	1	13	['P1,1432 1059 2153 1109']

1	The	The	DT	O	the	det	2	14	['P1,16 1243 150 1305']
2	Permian	Permian	NNP	O	Permian	_	0	14	['P1,166 1244 818 1305']
3	.	T	.	O	.	_	0	14	['P1,166 1244 818 1305']

1	?	r	NN	O	?	_	0	15	['P1,166 1244 818 1305']
2	.	i	.	O	.	_	0	15	['P1,166 1244 818 1305']

1	Triassic	???assic	JJ	MISC	triassic	amod	2	16	['P1,166 1244 818 1305']
2	transition	transition	NN	O	transition	nsubj	6	16	['P1,838 1245 1197 1305']
3	was	was	VBD	O	be	cop	6	16	['P1,1219 1265 1354 1305']
4	an	an	DT	O	a	det	6	16	['P1,1373 1265 1466 1305']
5	important	mportant	JJ	O	important	amod	6	16	['P1,1486 1245 1856 1321']
6	time	time	NN	O	time	_	0	16	['P1,1874 1245 2030 1305']
7	for	for	IN	O	for	_	0	16	['P1,2042 1243 2148 1321']
8	many	many	JJ	O	many	amod	10	16	['P1,14 1357 216 1412']
9	marine	marine	JJ	O	marine	amod	10	16	['P1,242 1336 503 1397']
10	groups	groups	NNS	O	group	prep_for	6	16	['P1,522 1354 790 1412']
11	,	,	,	O	,	_	0	16	['P1,522 1354 790 1412']
12	including	ncluding	VBG	O	include	_	0	16	['P1,824 1334 1173 1412']
13	echinoderms	echinoderms	NNS	O	echinoderm	prep_including	6	16	['P1,1194 1334 1668 1397']
14	.		.	O	.	_	0	16	['P1,1194 1334 1668 1397']

1	However	Ho.weve	RB	O	however	dep	13	17	['P1,1696 1336 2007 1409']
2	;	r,	:	O	;	_	0	17	['P1,1696 1336 2007 1409']
3	the	the	DT	O	the	det	5	17	['P1,2038 1335 2145 1397']
4	fossil	fossil	NN	O	fossil	nn	5	17	['P1,7 1425 201 1503']
5	record	record	NN	O	record	nsubjpass	13	17	['P1,235 1425 465 1487']
6	of	of	IN	O	of	_	0	17	['P1,496 1425 574 1503']
7	ophiuroids	ophiuroids	NNS	O	ophiuroid	prep_of	5	17	['P1,592 1425 986 1503']
8	through	through	IN	O	through	_	0	17	['P1,1022 1425 1308 1503']
9	this	this	DT	O	this	det	10	17	['P1,1344 1425 1479 1487']
10	interval	nterval	NN	O	interval	prep_through	7	17	['P1,1515 1425 1796 1487']
11	is	s	VBZ	O	be	auxpass	13	17	['P1,1830 1427 1887 1487']
12	poorly	poorly	RB	O	poorly	advmod	13	17	['P1,1912 1425 2145 1503']
13	understood	understood	VBN	O	understand	_	0	17	['P1,16 1516 434 1579']
14	.	.	.	O	.	_	0	17	['P1,16 1516 434 1579']

1	Recent	Recent	JJ	O	recent	amod	2	18	['P1,457 1518 704 1579']
2	discoveries	discoueries	NNS	O	discovery	nsubj	13	18	['P1,722 1517 1109 1579']
3	in	in	IN	O	in	_	0	18	['P1,1130 1518 1201 1579']
4	Lower	Lower	NNP	MISC	Lower	nn	6	18	['P1,1217 1518 1442 1579']
5	Triassic	Triassic	NNP	MISC	Triassic	nn	6	18	['P1,1460 1518 1750 1579']
6	rocks	rocks	NNS	O	rock	prep_in	2	18	['P1,1768 1517 1955 1579']
7	from	from	IN	O	from	_	0	18	['P1,1967 1516 2145 1594']
8	northern	northern	JJ	O	northern	amod	9	18	['P1,14 1607 330 1669']
9	Italy	Italy	NNP	LOCATION	Italy	prep_from	6	18	['P1,371 1607 544 1685']
10	and	and	CC	O	and	_	0	18	['P1,587 1607 730 1669']
11	western	western	JJ	O	western	amod	12	18	['P1,774 1616 1048 1669']
12	US	US	NNP	LOCATION	US	prep_from	6	18	['P1,1099 1607 1210 1669']
13	suggest	suggest	VBP	O	suggest	_	0	18	['P1,1252 1616 1523 1685']
14	that	that	IN	O	that	complm	18	18	['P1,1565 1607 1712 1669']
15	ophiuroids	ophiuroids	NNS	O	ophiuroid	nsubj	18	18	['P1,1752 1607 2145 1685']
16	were	were	VBD	O	be	cop	18	18	['P1,15 1721 176 1761']
17	more	more	RBR	O	more	advmod	18	18	['P1,212 1721 390 1761']
18	common	common	JJ	O	common	ccomp	13	18	['P1,426 1721 729 1761']
19	during	during	IN	O	during	_	0	18	['P1,764 1698 1017 1776']
20	this	this	DT	O	this	det	21	18	['P1,1051 1698 1185 1761']
21	time	time	NN	O	time	prep_during	18	18	['P1,1222 1700 1378 1761']
22	than	than	IN	O	than	mark	26	18	['P1,1415 1698 1583 1761']
23	previously	previously	RB	DATE	previously	advmod	26	18	['P1,1609 1699 1984 1776']
24	has	has	VBZ	O	have	aux	26	18	['P1,2017 1698 2145 1761']
25	been	been	VBN	O	be	auxpass	26	18	['P1,15 1789 175 1851']
26	appreciated	appreciated	VBN	O	appreciate	ccomp	18	18	['P1,206 1789 644 1867']
27	.		.	O	.	_	0	18	['P1,206 1789 644 1867']

1	Evidence	Evid.ence	NN	O	evidence	nsubj	5	19	['P1,678 1789 1006 1851']
2	from	from	IN	O	from	_	0	19	['P1,1031 1789 1208 1867']
3	resting	resting	VBG	O	rest	amod	4	19	['P1,1239 1791 1493 1867']
4	traces	traces	NNS	O	trace	prep_from	1	19	['P1,1522 1798 1733 1851']
5	(	(	VBP	O	(	_	0	19	['P1,1765 1789 2148 1860', 'P1,14 1886 120 1943']
6	Asteriacites	Asteriaci-tes	NNS	O	asteriacite	nn	8	19	['P1,1765 1789 2148 1860', 'P1,14 1886 120 1943']
7	lumbricalis	lumbricalis	JJ	O	lumbricalis	amod	8	19	['P1,157 1880 600 1952']
8	)	)	NN	O	)	nsubj	9	19	['P1,157 1880 600 1952']
9	indicates	ndicates	VBZ	O	indicate	ccomp	5	19	['P1,640 1880 963 1943']
10	that	that	IN	O	that	complm	14	19	['P1,1002 1880 1149 1943']
11	Early	Early	JJ	MISC	early	amod	13	19	['P1,1180 1880 1386 1958']
12	Triassic	Triassic	JJ	MISC	triassic	amod	13	19	['P1,1427 1882 1716 1943']
13	ophiuroids	ophiuroids	NNS	O	ophiuroid	nsubj	14	19	['P1,1752 1881 2145 1958']
14	lived	lived	VBD	O	live	ccomp	9	19	['P1,14 1971 190 2033']
15	on	on	IN	O	on	_	0	19	['P1,216 1993 302 2033']
16	fine-grained	f/negraine-d	JJ	O	fine-grained	amod	18	19	['P1,325 1971 775 2049']
17	siliciclastic	siliciclastic	JJ	O	siliciclastic	amod	18	19	['P1,801 1971 1206 2033']
18	sediments	sediments	NNS	O	sediment	prep_on	14	19	['P1,1232 1971 1596 2033']
19	in	in	IN	O	in	_	0	19	['P1,1626 1973 1696 2033']
20	oxygenated	oxygenated	VBN	O	oxygenate	prepc_in	14	19	['P1,1724 1971 2139 2049']
21	,	,	,	O	,	_	0	19	['P1,1724 1971 2139 2049']
22	shallow-marine	shallowmarine-	JJ	O	shallow-marine	amod	23	19	['P1,13 2061 584 2124']
23	environments	environments	NNS	O	environment	dobj	20	19	['P1,613 2063 1103 2124']
24	within	within	IN	O	within	_	0	19	['P1,1135 2062 1373 2124']
25	storm	storm	NN	O	storm	nn	27	19	['P1,1402 2071 1609 2124']
26	wave	wave	NN	O	wave	nn	27	19	['P1,1641 2084 1813 2124']
27	base	base	NN	O	base	prep_within	23	19	['P1,1843 2061 2010 2124']
28	.	.	.	O	.	_	0	19	['P1,1843 2061 2010 2124']

1	No	?	DT	O	no	det	3	20	['P1,2041 2063 2145 2125']
2	resting	resting	VBG	O	rest	amod	3	20	['P1,14 2155 268 2231']
3	traces	traces	NNS	O	trace	nsubjpass	6	20	['P1,294 2162 506 2215']
4	have	have	VBP	O	have	aux	6	20	['P1,534 2153 697 2215']
5	been	been	VBN	O	be	auxpass	6	20	['P1,727 2153 886 2215']
6	recorded	recorded	VBN	O	record	_	0	20	['P1,914 2153 1228 2215']
7	from	from	IN	O	from	_	0	20	['P1,1248 2153 1425 2231']
8	deeper	deeper	JJR	O	deeper	prep_from	6	20	['P1,1453 2153 1688 2231']
9	and	and	CC	O	and	_	0	20	['P1,1712 2153 1855 2215']
10	/	/	:	O	/	punct	11	20	['P1,1868 2153 1895 2223']
11	or	or	CC	O	or	dep	8	20	['P1,1905 2175 1980 2215']
12	oxygen-restricted	oxygenrestrict-ed	JJ	O	oxygen-restricted	dep	11	20	['P1,2004 2175 2142 2231', 'P1,6 2243 511 2321']
13	settings	settings	NNS	O	setting	prep_from	6	20	['P1,532 2245 827 2321']
14	.	.	.	O	.	_	0	20	['P1,532 2245 827 2321']

1	However	Howeuer	RB	O	however	dep	13	21	['P1,853 2245 1163 2318']
2	;	,	:	O	;	_	0	21	['P1,853 2245 1163 2318']
3	following	following	VBG	O	follow	_	0	21	['P1,1186 2243 1527 2321']
4	death	death	NN	O	death	prep_following	13	21	['P1,1546 2243 1748 2306']
5	and	and	CC	O	and	_	0	21	['P1,1769 2243 1913 2306']
6	decay	decay	NN	O	decay	conj_and	4	21	['P1,1932 2243 2139 2321']
7	,	,	,	O	,	_	0	21	['P1,1932 2243 2139 2321']
8	ophiuroid	ophiuroid	JJ	O	ophiuroid	amod	10	21	['P1,13 2335 373 2413']
9	skeletal	skeletal	JJ	O	skeletal	amod	10	21	['P1,416 2335 689 2397']
10	elements	elements	NNS	O	element	nsubjpass	13	21	['P1,734 2335 1045 2397']
11	sometimes	sometimes	RB	O	sometimes	advmod	13	21	['P1,1089 2337 1465 2397']
12	were	were	VBD	O	be	auxpass	13	21	['P1,1513 2357 1673 2397']
13	transported	transported	VBN	O	transport	_	0	21	['P1,1720 2335 2148 2413']
14	into	into	IN	O	into	prep	13	21	['P1,15 2428 155 2489']
15	offshore	offshore	RB	O	offshore	pcomp	14	21	['P1,191 2426 486 2504']
16	,	,	,	O	,	_	0	21	['P1,191 2426 486 2504']
17	low-oxygen	lowoxygen	JJ	O	low-oxygen	amod	18	21	['P1,530 2427 924 2504']
18	environments	e-nuironment	NNS	O	environment	dobj	13	21	['P1,960 2428 1465 2489']
19	.	s.	.	O	.	_	0	21	['P1,960 2428 1465 2489']

1	All	All	DT	O	all	det	3	22	['P1,1501 2426 1616 2489']
2	known	known	JJ	O	known	amod	3	22	['P1,1650 2427 1890 2489']
3	occurrences	occurrences	NNS	O	occurrence	nsubj	8	22	['P1,1926 2449 2143 2489', 'P1,14 2539 236 2579']
4	of	of	IN	O	of	_	0	22	['P1,270 2517 348 2595']
5	Early	Early	JJ	MISC	early	amod	7	22	['P1,362 2517 570 2595']
6	Triassic	Triassic	JJ	MISC	triassic	amod	7	22	['P1,606 2518 896 2579']
7	ophiuroids	ophiuroids	NNS	O	ophiuroid	prep_of	3	22	['P1,929 2517 1322 2595']
8	fall	fall	VBP	O	fall	_	0	22	['P1,1351 2517 1479 2595']
9	within	within	IN	O	within	_	0	22	['P1,1513 2517 1752 2579']
10	the	the	DT	O	the	det	11	22	['P1,1787 2517 1894 2579']
11	paleotropics	paleotropics	NNS	O	paleotropic	prep_within	8	22	['P1,1918 2517 2143 2595', 'P1,15 2609 272 2685']
12	,	,	,	O	,	_	0	22	['P1,1918 2517 2143 2595', 'P1,15 2609 272 2685']
13	but	but	CC	O	but	_	0	22	['P1,306 2607 423 2670']
14	this	this	DT	O	this	nsubjpass	16	22	['P1,448 2608 582 2670']
15	is	s	VBZ	O	be	auxpass	16	22	['P1,610 2609 667 2670']
16	attributed	attributed	VBN	O	attribute	conj_but	8	22	['P1,692 2607 1059 2670']
17	to	to	TO	O	to	_	0	22	['P1,1084 2617 1148 2670']
18	sampling	sampling	NN	O	sampling	nn	19	22	['P1,1173 2608 1517 2685']
19	bias	bias	NN	O	bias	prep_to	16	22	['P1,1541 2607 1702 2670']
20	.	.	.	O	.	_	0	22	['P1,1541 2607 1702 2670']

1	Articulated	Articulated	VBN	O	articulate	_	0	23	['P1,1726 2607 2148 2670']
2	body	body	NN	O	body	nn	3	23	['P1,15 2699 185 2777']
3	fossils	fossils	NNS	O	fossil	dobj	1	23	['P1,204 2699 432 2777']
4	and	and	CC	O	and	_	0	23	['P1,456 2699 600 2761']
5	their	their	PRP$	O	they	poss	7	23	['P1,624 2699 796 2761']
6	trace	trace	NN	O	trace	nn	7	23	['P1,818 2708 994 2761']
7	fossils	fossils	NNS	O	fossil	nsubj	10	23	['P1,1012 2699 1241 2777']
8	are	are	VBP	O	be	cop	10	23	['P1,1264 2721 1379 2761']
9	most	most	RBS	O	most	advmod	10	23	['P1,1405 2708 1578 2761']
10	common	common	JJ	O	common	conj_and	1	23	['P1,1599 2721 1903 2761']
11	in	in	IN	O	in	_	0	23	['P1,1929 2701 1999 2761']
12	latest	latest	JJS	O	latest	prep_in	10	23	['P1,2024 2699 2143 2761', 'P1,12 2799 112 2852']
13	Lower	Lower	JJR	O	lower	amod	15	23	['P1,130 2791 355 2852']
14	Triassic	Triassic	JJ	O	triassic	amod	15	23	['P1,379 2791 668 2852']
15	(	(	NN	O	(	dep	12	23	['P1,693 2789 1113 2861']
16	Olenekian	Olenekian	JJ	O	olenekian	amod	18	23	['P1,693 2789 1113 2861']
17	)	)	NN	O	)	nn	18	23	['P1,693 2789 1113 2861']
18	rocks	rocks	NNS	O	rock	dep	15	23	['P1,1138 2790 1341 2864']
19	,	,	,	O	,	_	0	23	['P1,1138 2790 1341 2864']
20	but	but	CC	O	but	_	0	23	['P1,1372 2790 1489 2852']
21	disarticulated	disarticulated	VBN	O	disarticulate	conj_but	15	23	['P1,1510 2789 2026 2852']
22	ossicles	ossicles	NNS	O	ossicle	nsubj	23	23	['P1,2045 2812 2142 2852', 'P1,13 2881 204 2943']
23	occur	occur	VBP	O	occur	ccomp	21	23	['P1,225 2903 422 2943']
24	throughout	throughout	IN	O	throughout	mark	27	23	['P1,441 2881 843 2959']
25	the	the	DT	O	the	det	26	23	['P1,863 2881 970 2943']
26	I	I	PRP	O	I	nsubj	27	23	['P1,988 2882 1027 2942']
27	nduan	nduan	VBP	O	nduan	advcl	23	23	['P1,1025 2881 1262 2943']
28	and	and	CC	O	and	_	0	23	['P1,1283 2881 1426 2943']
29	Olenekian	Olenekian	JJ	MISC	olenekian	conj_and	12	23	['P1,1448 2881 1828 2943']
30	.	.	.	O	.	_	0	23	['P1,1448 2881 1828 2943']

1	At	At	IN	O	at	_	0	24	['P1,1848 2881 1935 2943']
2	times	times	NNS	O	time	prep_at	11	24	['P1,1953 2883 2146 2943']
3	and	and	CC	O	and	_	0	24	['P1,13 2972 156 3035']
4	places	places	NNS	O	place	prep_at	11	24	['P1,170 2973 415 3050']
5	,	,	,	O	,	_	0	24	['P1,170 2973 415 3050']
6	ophiuroids	ophiuroids	NNS	O	ophiuroid	nsubj	11	24	['P1,445 2972 838 3050']
7	were	were	VBD	O	be	cop	11	24	['P1,864 2995 1025 3035']
8	the	the	DT	O	the	det	11	24	['P1,1050 2973 1157 3035']
9	dominant	dominant	JJ	O	dominant	amod	11	24	['P1,1181 2972 1540 3035']
10	marine	marine	JJ	O	marine	amod	11	24	['P1,1562 2974 1822 3035']
11	benthos	benthos	NNS	O	bentho	_	0	24	['P1,1848 2972 2140 3047']
12	,	,	,	O	,	_	0	24	['P1,1848 2972 2140 3047']
13	carpeting	carpeting	NN	O	carpeting	appos	11	24	['P1,13 3065 360 3141']
14	the	the	DT	O	the	det	15	24	['P1,384 3063 491 3125']
15	substrate	substrate	NN	O	substrate	dep	13	24	['P1,515 3063 849 3125']
16	in	in	IN	O	in	_	0	24	['P1,875 3065 946 3125']
17	prodigious	prodigious	JJ	O	prodigious	amod	18	24	['P1,961 3063 1355 3141']
18	numbers	numbers	NNS	O	number	prep_in	11	24	['P1,1381 3063 1711 3125']
19	.	.	.	O	.	_	0	24	['P1,1381 3063 1711 3125']

1	However	Howeuer	RB	O	however	dep	9	25	['P1,1737 3064 2048 3137']
2	;	,	:	O	;	_	0	25	['P1,1737 3064 2048 3137']
3	at	at	IN	O	at	_	0	25	['P1,2077 3072 2148 3125']
4	other	other	JJ	O	other	amod	5	25	['P1,13 3154 200 3217']
5	times	times	NNS	O	time	prep_at	9	25	['P1,232 3156 440 3229']
6	,	,	,	O	,	_	0	25	['P1,232 3156 440 3229']
7	they	they	PRP	O	they	nsubj	9	25	['P1,481 3155 626 3232']
8	also	also	RB	O	also	advmod	9	25	['P1,659 3154 805 3217']
9	comprised	comprised	VBD	O	comprise	_	0	25	['P1,838 3154 1211 3232']
10	minor	minor	JJ	O	minor	amod	11	25	['P1,1243 3156 1464 3217']
11	components	components	NNS	O	component	dobj	9	25	['P1,1494 3164 1919 3232']
12	of	of	IN	O	of	_	0	25	['P1,1951 3154 2029 3232']
13	diverse	diverse	JJ	O	diverse	amod	15	25	['P1,2045 3155 2143 3217', 'P1,15 3267 191 3307']
14	benthic	benthic	JJ	O	benthic	amod	15	25	['P1,217 3245 480 3307']
15	assemblages	assemblages	NNS	O	assemblage	prep_of	11	25	['P1,503 3245 971 3323']
16	,	,	,	O	,	_	0	25	['P1,503 3245 971 3323']
17	living	living	VBG	O	live	partmod	9	25	['P1,1002 3245 1215 3323']
18	alongside	alongside	IN	O	alongside	_	0	25	['P1,1235 3245 1581 3323']
19	crinoids	crinoids	NNS	O	crinoid	prep_alongside	17	25	['P1,1605 3245 1898 3307']
20	(	(	CD	NUMBER	(	num	22	25	['P1,1924 3245 2146 3316', 'P1,15 3336 279 3410']
21	Holocrinus	Holocrinus	NNP	O	Holocrinus	nn	22	25	['P1,1924 3245 2146 3316', 'P1,15 3336 279 3410']
22	)	)	NN	O	)	dobj	17	25	['P1,1924 3245 2146 3316', 'P1,15 3336 279 3410']
23	,	,	,	O	,	_	0	25	['P1,1924 3245 2146 3316', 'P1,15 3336 279 3410']
24	bryozoans	bryozoans	NNS	O	bryozoan	conj_and	22	25	['P1,317 3336 694 3413']
25	,	,	,	O	,	_	0	25	['P1,317 3336 694 3413']
26	bivalves	bivalves	NNS	O	bivalve	conj_and	22	25	['P1,731 3335 1031 3410']
